gene.id	log.fc	test.stat	p.value	q.value
YER117W	-1.31053847462826	56.5572482984502	5.45858035515268e-14	1.80920202841014e-12
YPR026W	2.57547848980373	56.3597805850159	6.03523208996598e-14	1.99106777190267e-12
YGR148C	-1.43819625447288	55.8168765121167	7.95457450871446e-14	2.61217962899075e-12
YGL121C	5.12246785396591	55.5686401247594	9.02519695696244e-14	2.95016300528965e-12
YDL124W	1.99289587356718	55.461455305574	9.53096622749838e-14	3.10126325740427e-12
YHR203C	-1.07106921029043	55.3259665753173	1.02110738367828e-13	3.30745964367792e-12
YLR149C	3.18953543254493	55.2768086606402	1.04696586999438e-13	3.37587275546605e-12
YPL220W	-1.11833733996529	54.9212379184204	1.25457974371613e-13	4.02708795212663e-12
YAL023C	-1.73773104965253	54.7026573463292	1.4021656978839e-13	4.48064249467295e-12
YDL218W	6.05253709106177	54.6504814593842	1.43989040399966e-13	4.58065134772391e-12
YKL056C	-1.23147090835261	54.5925061835198	1.48300062014969e-13	4.69682774186075e-12
YGR087C	3.76937590024368	54.5442869706964	1.51983842478784e-13	4.79219850222925e-12
YPR033C	-1.6587849282975	54.4508022936339	1.59388612945226e-13	5.00353857201621e-12
YBR222C	2.43734340106234	54.1818634219283	1.82766009200413e-13	5.71223939281641e-12
YPR149W	1.29707223657584	53.9280660044688	2.07965714418872e-13	6.47145712204751e-12
YHL024W	2.94977222018279	53.897494838072	2.11226851678145e-13	6.54435889155854e-12
YAL062W	3.53198561951551	53.5912778870905	2.46852917217501e-13	7.61503847658835e-12
YGR214W	-1.07338846184212	53.5656462627887	2.50094662929181e-13	7.68178693117821e-12
YMR246W	1.39286523320781	53.4160803088726	2.69878690714116e-13	8.25388648081027e-12
YOL120C	-1.12115335856987	53.1811815774418	3.04158726865905e-13	9.26254310960018e-12
YAL038W	-0.9526440124421	52.8613932784823	3.57936361609495e-13	1.08538489907628e-11
YER043C	-1.24129582461556	52.539604356899	4.21658815609142e-13	1.27319522035201e-11
YBR241C	3.85706531948551	52.3489326927738	4.64651038471235e-13	1.39709000006161e-11
YGL253W	-1.22960647644246	52.1695118664808	5.09104631620001e-13	1.52431916173283e-11
YMR116C	-1.11068683188864	52.0862840938638	5.31146407455341e-13	1.58366079478107e-11
YJR123W	-1.11300210895552	51.6771635626098	6.54192525034778e-13	1.94240663891576e-11
YMR145C	1.01809453788231	51.5514972416488	6.97434813058698e-13	2.06220766716028e-11
YOL084W	3.43514150394588	51.5031129147859	7.1483664366826e-13	2.10492806726447e-11
YBL092W	-1.1822577198098	51.4557781529435	7.32281375989739e-13	2.14742266884892e-11
YOR270C	-1.38780650069908	51.1518971819424	8.54880191366415e-13	2.49667059167093e-11
YKL107W	6.58037170709389	51.0167491638311	9.1581171639571e-13	2.66370379225952e-11
YGR248W	5.01096123500043	50.9394005490629	9.52620438913025e-13	2.7595013202009e-11
YNL104C	1.04388442373752	50.2587040924038	1.34755671728511e-12	3.88772840784359e-11
YDR385W	-0.712699872303814	49.9690834540569	1.56187623496853e-12	4.48787502031684e-11
YBL072C	-1.07136290496202	49.7851307903208	1.71539049167688e-12	4.90918580067849e-11
YLR175W	-1.36608144100239	49.4657793101083	2.01862353541985e-12	5.75388452536073e-11
YGR254W	1.36917517449336	49.429846693837	2.05593783390659e-12	5.83689761132204e-11
YPR035W	-0.873275121153387	49.2035427102319	2.30733619151552e-12	6.52463400822999e-11
YML100W	2.57312482638987	49.076968503575	2.46113081894274e-12	6.93202301019209e-11
YDL229W	-1.40014408165094	48.7958553529289	2.84039412726535e-12	7.96875927200507e-11
YNL302C	-1.14740068564198	48.5108018658058	3.28474616441035e-12	9.1792553598385e-11
YPL217C	-2.13267481764476	48.025125929677	4.20792130553921e-12	1.17131434465908e-10
YDR216W	2.95063858015631	47.8925776427364	4.50222814018697e-12	1.24836100104951e-10
YDL055C	-1.01542808875996	47.696347739322	4.97617806556936e-12	1.37442809671501e-10
YMR058W	-2.30790371513389	47.4148843167802	5.7444839983578e-12	1.57700961938015e-10
YOR317W	1.30176432649606	47.4116758171666	5.75389420486725e-12	1.57700961938015e-10
YGL055W	1.2605155501965	47.1598200423281	6.54280261637784e-12	1.78636059173596e-10
YOL158C	-2.69966971800336	47.0045208919509	7.08231494829485e-12	1.92628153899042e-10
YCR005C	-1.26296389855987	46.6599660849494	8.44364688006686e-12	2.2878109379223e-10
YLR345W	2.74744857003385	46.3624617775186	9.82804437889218e-12	2.65282743348431e-10
YGR061C	-1.08371156216108	45.933784747275	1.22318193040943e-11	3.28920544758401e-10
YBL027W	-0.978339873622502	45.902332237	1.24297889404914e-11	3.32987503721584e-10
YGR118W	-1.1827662419227	45.7718675622122	1.32857916268095e-11	3.5458633383013e-10
YDL214C	4.23852093458342	45.6094547940393	1.44343160102177e-11	3.83801999585118e-10
YBR294W	1.36282561939949	45.5419799184196	1.49402171451428e-11	3.95776904744564e-10
YDR447C	-1.08148032870121	45.4535669937214	1.56300624986554e-11	4.11414964180663e-10
YNL055C	1.0851952889285	45.4515698198976	1.56460083206511e-11	4.11414964180663e-10
YGL225W	-1.88875007002646	45.3279994834476	1.66649538064274e-11	4.36597282443387e-10
YPL095C	-2.91948624680902	45.2552605548221	1.72955342837482e-11	4.51457792329632e-10
YOL064C	-1.63629906377911	45.070105095623	1.90105453492022e-11	4.94412942183997e-10
YGR034W	-1.19283076393635	44.9722264316142	1.99848911752929e-11	5.178630346005e-10
YDR033W	-1.11344503211074	44.627262311362	2.38349589705617e-11	6.15391005884865e-10
YMR081C	5.05626096431571	43.7244492349517	3.78019655294221e-11	9.7247944535257e-10
YOL083W	4.43371009067446	43.5367818742732	4.16065061246568e-11	1.0665034627493e-09
YPR184W	2.30132030686068	43.3988399820955	4.46452725625955e-11	1.14029466767403e-09
YBR191W	-1.0359768859245	43.3492470870936	4.57912401811899e-11	1.16538706261128e-09
YFR017C	4.80355796794617	43.2535969567705	4.80852939725722e-11	1.21941567561761e-09
YOR184W	-1.33267695986774	43.0581124276031	5.31378248062105e-11	1.34276645237254e-09
YFR052C-A	6.3380427694717	43.0431695370582	5.35452313667903e-11	1.34828027816165e-09
YGR085C	-1.17340604112879	42.9366521605836	5.65413604692706e-11	1.41871033346487e-09
YLR411W	5.03483775659868	42.3349443467054	7.69060895922728e-11	1.92292208573521e-09
YKR076W	3.21105162263217	42.0152051505582	9.05664448078989e-11	2.25656113881499e-09
YJL089W	3.10806585512146	41.9833779484403	9.20525928452066e-11	2.28559852479074e-09
YNL069C	-1.22232170026727	41.9174086550505	9.52111764527628e-11	2.35581542848051e-09
YKR046C	1.39644533286568	41.8742821368537	9.73344726335386e-11	2.40001886500552e-09
YOL039W	-1.74988511109442	41.8546143839184	9.83184713382849e-11	2.41592216122972e-09
YDL110C	3.51974125079213	41.7841311919778	1.01927323073228e-10	2.49599348529149e-09
YPR030W	3.47882175095901	41.7567876191115	1.03362793461993e-10	2.5224769390759e-09
YPL135W	1.89130119881843	41.7338776738143	1.04581078303375e-10	2.54349748801998e-09
YJL138C	-1.12093768858547	41.6739168931764	1.07838094090912e-10	2.6137899948702e-09
YFL031W	-1.34285374453983	41.6463955508174	1.09366838378798e-10	2.64185793317733e-09
YLR197W	-1.34356195358351	41.6065885870122	1.11616482572194e-10	2.68012187414919e-09
YKL085W	1.47689161700471	41.6050722439915	1.11703086812e-10	2.68012187414919e-09
YKL150W	1.36573177732795	41.5571527012573	1.14474885823084e-10	2.73740951803792e-09
YNL274C	2.713494583979	41.5135606182891	1.17056133274191e-10	2.78977259435413e-09
YLR307C-A	6.2843217999069	41.4495629456258	1.20951599646526e-10	2.87300366360382e-09
YJL048C	1.72571907060646	41.3549967775202	1.26946546927625e-10	3.00538569237959e-09
YMR206W	6.40241736602162	41.333851229888	1.28327233346788e-10	3.02801279744771e-09
YDR001C	2.16608342864839	41.2420619468658	1.34496940046517e-10	3.16311945469135e-09
YER074W	-1.07952958728459	41.2032943177732	1.37191125740647e-10	3.21586829614424e-09
YML018C	-2.19114996532511	41.1129472216098	1.43681397976014e-10	3.35696276058057e-09
YNL007C	1.19347474158061	40.9929609423645	1.52778480814125e-10	3.55784135386097e-09
YNL009W	4.2631927045849	40.910587686364	1.59355473857649e-10	3.69891565703456e-09
YGR285C	-1.42468899022901	40.8976028881059	1.6041778379174e-10	3.71148417954525e-09
YLR340W	-0.963631678561159	40.8017354218514	1.68483404205488e-10	3.88547811769678e-09
YOR369C	-0.837255618480585	40.7065391683472	1.7689423084879e-10	4.06628480331767e-09
YIL052C	-1.25548549732527	40.617642358511	1.85127610505723e-10	4.24186286965847e-09
YPL058C	1.65217238213594	40.3384365366257	2.13565730894963e-10	4.87778653319715e-09
YBR106W	-1.34424527047401	40.3234018996733	2.1521555328407e-10	4.89976368275491e-09
YDR050C	-1.04953809282695	40.2943906354406	2.18435247744285e-10	4.95722794721585e-09
YPR074C	-1.02856041039088	40.2049679968863	2.28665999808239e-10	5.17293306232861e-09
YMR136W	1.96490523758082	40.1888816993595	2.30556686875072e-10	5.1991992109866e-09
