log.fc	test.stat	p.value	q.value	probe.id	gene.id
-7.530657952216	-19.241665240069	7.03433692560193e-08	2.23165052898099e-06	1770125_at	YDL218W
1.29284553150118	19.2377408065234	7.04538280104724e-08	2.23165052898099e-06	1778487_at	YJR063W
-2.45465426678152	-19.2223238108314	7.0889654523391e-08	2.23896573592953e-06	1777587_at	YPR159C-A
1.31258583764238	19.1917045516483	7.17642621233863e-08	2.25429211149388e-06	1779892_at	YPR167C
-1.57981292959917	-19.1868241654932	7.19047840234905e-08	2.25429211149388e-06	1769462_at	YIL125W
-1.47089059923422	-19.1762606495067	7.22100029172244e-08	2.25429211149388e-06	1771022_at	YBR056W
-3.54549770843139	-19.1752579090193	7.22390514578033e-08	2.25429211149388e-06	1772051_at	YEL011W
-4.57911628813001	-19.1694918613488	7.24063443570966e-08	2.25429211149388e-06	1769998_at	YLR346C
-1.37782685969444	-19.0935274878548	7.4651527372492e-08	2.31759059979146e-06	1775988_at	YLR254C
-1.33057898919785	-19.0811615437166	7.50243745903859e-08	2.32256760771597e-06	1771958_at	YKL124W
-1.47648652455559	-19.0717489856777	7.5309578399923e-08	2.32481093998406e-06	1777079_at	YGR143W
-1.36335623830424	-19.0549053687296	7.58229957497981e-08	2.33406675367266e-06	1769800_at	YDR231C
-2.94861005157972	-19.037199132355	7.63669570097784e-08	2.34244661585956e-06	1778617_at	YJL216C
1.34637827013728	19.0321161405302	7.65239240356757e-08	2.34244661585956e-06	1776363_at	YLR372W
-2.01283187351848	-18.9852690251793	7.79878172599706e-08	2.38058901401385e-06	1776232_at	YER039C
-3.15033739719661	-18.9758002017846	7.82875146934027e-08	2.38308067011004e-06	1774926_at	YBR214W
-2.04420121719424	-18.9314877361992	7.9707378603376e-08	2.41428350967735e-06	1775443_at	YHR033W
-1.41746730566983	-18.9300347282956	7.97544241392315e-08	2.41428350967735e-06	1769874_at	YPR155C
-3.22854564992024	-18.9065454104971	8.05193133021432e-08	2.4262707976649e-06	1776228_at	YPL222W
1.45443794315282	18.9042511373732	8.05944637218484e-08	2.4262707976649e-06	1775190_at	YMR209C
-1.25685563770269	-18.8741949511267	8.1586297587833e-08	2.44938203307648e-06	1777334_at	YKL141W
2.70241730116675	18.84826781575	8.2452917118591e-08	2.46861774869031e-06	1770032_at	YPL095C
1.20143161329808	18.822446368834	8.33263108273445e-08	2.48795061399241e-06	1773696_at	YLR008C
1.85112578713844	18.809050454687	8.3783516285853e-08	2.49277849569496e-06	1771109_at	YHL028W
1.44978649911749	18.8030748355162	8.39883752409742e-08	2.49277849569496e-06	1774509_at	YMR214W
1.24258830460626	18.7977228231519	8.41723339047805e-08	2.49277849569496e-06	1776524_at	YBL028C
1.2797319410019	18.7879288852212	8.45101448280807e-08	2.4960185477872e-06	1774469_at	YDR089W
1.97437507382621	18.7780286031054	8.485317477246e-08	2.49939486230039e-06	1773613_at	YJL212C
-1.26312247211971	-18.7576429783339	8.55644510864283e-08	2.51357075664648e-06	1769808_at	YOL071W
-2.02194644202532	-18.6800637538431	8.83332793053129e-08	2.58795194704681e-06	1774052_at	YDR275W
-5.22137548814547	-18.6713717585127	8.86497299113248e-08	2.59027873922716e-06	1774699_at	YDL214C
-1.40431421393694	-18.6603273888201	8.90536651449804e-08	2.59514254054492e-06	1779408_at	YBR126C
1.4812145594226	18.6503994689473	8.94185354061773e-08	2.59599037189949e-06	1774223_at	YMR290C
-2.46396574363873	-18.640360577817	8.97891951143394e-08	2.59599037189949e-06	1773894_at	YLL019C
1.47142458872133	18.6401923554973	8.97954209899346e-08	2.59599037189949e-06	1772701_at	YGL186C
-8.82341234420823	-18.6176621883993	9.06336633408427e-08	2.61331048281986e-06	1773545_at	YMR107W
1.2422294808557	18.6106469753106	9.0896461222731e-08	2.61399086379475e-06	1778896_at	YGR020C
-1.47127549780326	-18.6042784628219	9.11357755001415e-08	2.61399410673372e-06	1770695_at	YCR083W
-1.43505413266164	-18.5855461602042	9.18438119207404e-08	2.62740622164883e-06	1775308_at	YEL035C
-1.22418550654521	-18.5495576133189	9.32215270972521e-08	2.65540771095531e-06	1774871_at	YMR148W
-1.90439457860762	-18.5473028097947	9.33086164903768e-08	2.65540771095531e-06	1772371_at	YJL048C
3.03208410459039	18.5303139109281	9.39677453544357e-08	2.66721953567084e-06	1775006_at	YHR092C
1.34128989426067	18.4988997289095	9.52003851198396e-08	2.69520675800416e-06	1777477_at	YCR034W
-3.68130536135889	-18.4811930505425	9.59031754734426e-08	2.70808760096584e-06	1769876_at	YOR338W
-1.84824768350935	-18.4710081927402	9.63100626146266e-08	2.70903243136501e-06	1777999_at	YJR061W
-1.35738715524757	-18.4679546126364	9.64324318997977e-08	2.70903243136501e-06	1776216_at	YDR204W
-1.47565425546238	-18.4550367539518	9.69520413444619e-08	2.71664591746738e-06	1772171_at	YLR152C
1.19811502323203	18.4386942901439	9.76139210852426e-08	2.72265554207309e-06	1778275_at	YHR196W
1.47193563041703	18.4345012603205	9.77845597300709e-08	2.72265554207309e-06	1777207_at	YGR109C
2.29399384274506	18.4313273318439	9.7913948392636e-08	2.72265554207309e-06	1775717_at	YLR413W
-3.48985951054862	-18.4194732560486	9.83988985367602e-08	2.72303645958069e-06	1771143_at	YML054C
-1.2758111028755	-18.4188125665158	9.84260067289871e-08	2.72303645958069e-06	1778018_at	YOR142W
2.12706879372721	18.4086432229336	9.88443180736276e-08	2.72341515476768e-06	1774829_at	YIL011W
1.57638379179674	18.4063694083645	9.89381237594042e-08	2.72341515476768e-06	1771108_at	YHR123W
-2.31674955704884	-18.3839097058578	9.98700931251533e-08	2.74216175294391e-06	1778644_at	YMR017W
-1.24824904487298	-18.368892515508	1.00498742557106e-07	2.75130373229689e-06	1772009_at	YLR270W
1.25375215688261	18.3591817504899	1.00907624112063e-07	2.75130373229689e-06	1771652_at	YML096W
1.24896731568558	18.3579802320567	1.00958345227951e-07	2.75130373229689e-06	1777988_at	YGR280C
-1.65331073719508	-18.3519456866498	1.01213522753651e-07	2.75139645933308e-06	1773607_at	YJL141C
1.75413698998876	18.3109864277502	1.02964829645052e-07	2.79205870561075e-06	1770168_s_at	YOR390W
-1.93623205623658	-18.2954773514288	1.03636832625664e-07	2.80332501716152e-06	1778899_at	YDR258C
1.14595874720557	18.251290615088	1.05578639757524e-07	2.84879845745735e-06	1772508_at	YGR103W
1.75990600514968	18.2286468715088	1.06589567402403e-07	2.8643168804766e-06	1769945_at	YKR092C
-2.3390049304697	-18.2017931091933	1.07802591806361e-07	2.88741843936252e-06	1775421_at	YHR138C
-2.39951155926231	-18.181003060689	1.08752377800217e-07	2.90573590366937e-06	1773903_at	YLR070C
1.24771670610098	18.1281570778485	1.1120928818462e-07	2.9614440808439e-06	1776542_at	YNL231C
-2.99039504786123	-18.1245479387085	1.11379348208899e-07	2.9614440808439e-06	1775057_at	YPL187W
-2.48231219151006	-18.1049503574872	1.12307894166899e-07	2.97888511518416e-06	1775305_at	YPL119C-A
-1.94412892816382	-18.0884903394447	1.13094511701701e-07	2.98771829985286e-06	1773162_at	YJL079C
1.30619127422331	18.0851984295688	1.13252573313238e-07	2.98771829985286e-06	1777706_at	YLR186W
-1.43128040845694	-18.0775363140208	1.13621434283494e-07	2.98771829985286e-06	1776805_at	YHR106W
-1.20859761613386	-18.0751929000111	1.13734518003184e-07	2.98771829985286e-06	1774282_at	YLR348C
-1.17465348366251	-18.0678901940664	1.14087729957923e-07	2.98980986326182e-06	1774340_at	YJL155C
-2.81731009346352	-18.0384857846573	1.15522481189694e-07	3.0201666852655e-06	1771977_at	YBR085C-A
1.22277484759556	18.0127000665258	1.16797381153422e-07	3.04461778648331e-06	1779020_at	YDR045C
1.1480226754414	18.0083310448786	1.17014958850933e-07	3.04461778648331e-06	1779000_at	YHR208W
1.18681256591184	17.9950500884191	1.17679156181053e-07	3.04886770706011e-06	1778885_at	YCL002C
1.37561669680784	17.991848548136	1.17839902899295e-07	3.04886770706011e-06	1776516_at	YDL082W
-1.67528990027878	-17.9883611083172	1.18015285513033e-07	3.04886770706011e-06	1778501_at	YHR075C
1.27889427284176	17.9771525150999	1.18580954653045e-07	3.05625630294451e-06	1778322_at	YGL097W
1.24015417852803	17.9659728848041	1.19148201872976e-07	3.05999240030763e-06	1778189_at	YMR120C
-4.09356736184133	-17.9580040453878	1.19554398859722e-07	3.05999240030763e-06	1780079_at	YEL041W
-1.90567123525759	-17.9550016332566	1.19707845121303e-07	3.05999240030763e-06	1776350_at	YLR431C
1.24251483766924	17.9523027303074	1.19845968826104e-07	3.05999240030763e-06	1771766_at	YLR244C
1.61689790209174	17.9404526578029	1.20454553796153e-07	3.0683621535766e-06	1772330_at	YDR414C
1.2893519501239	17.9251010811399	1.21248140843615e-07	3.08139461195123e-06	1770098_at	YML125C
1.09577009657947	17.9071234663634	1.22184964281186e-07	3.09799835189049e-06	1775614_at	YLR293C
-3.32595277908051	-17.8796790078416	1.23630853434937e-07	3.12740269985416e-06	1774888_at	YJL045W
-3.55110957683956	-17.852470640495	1.25083329114911e-07	3.1568374608955e-06	1778404_at	YMR244W
1.33370334709231	17.8442343246365	1.25526788971125e-07	3.16072983842501e-06	1779745_at	YLR435W
1.22213769801686	17.8245045980155	1.26596286940906e-07	3.17544394717506e-06	1770485_at	YJL148W
1.24413624883867	17.8227423806678	1.2669230975186e-07	3.17544394717506e-06	1775150_at	YPL211W
1.1553397661884	17.8155105116193	1.27087231451116e-07	3.17805323866773e-06	1770339_at	YKL081W
-1.38119854032494	-17.7976280478276	1.28069725099173e-07	3.19531040156111e-06	1771104_at	YIL073C
-1.47583571569353	-17.7772843300837	1.29197846742061e-07	3.2161140528411e-06	1779027_at	YMR152W
-4.69543266347627	-17.751960604406	1.30617772182475e-07	3.24407048729565e-06	1775976_at	YFR053C
1.23953860195324	17.7416635617466	1.31200149962084e-07	3.25114566618062e-06	1773669_at	YOR004W
1.41873293461353	17.713708379515	1.32796015274954e-07	3.28324627811019e-06	1776725_at	YOR226C
-1.8344131524499	-17.6924447398926	1.34024507020576e-07	3.30613953210125e-06	1778834_at	YLL056C
1.50995336806431	17.676586615666	1.34949021506913e-07	3.31134582161192e-06	1777016_at	YBL081W
1.17436421789132	17.6736954635917	1.35118344998822e-07	3.31134582161192e-06	1770720_at	YLR020C
-2.15410003543756	-17.673247457226	1.35144604359344e-07	3.31134582161192e-06	1771986_at	YGR201C
-1.51846455123108	-17.6661097746317	1.35563746291858e-07	3.31153572814479e-06	1772342_at	YDL200C
1.36709663271167	17.6616726390257	1.3582504247067e-07	3.31153572814479e-06	1771287_at	YGL012W
-1.33207555337201	-17.6576663830718	1.36061451494968e-07	3.31153572814479e-06	1775221_at	YBR255C-A
1.59905094150847	17.6508268346484	1.36466123268446e-07	3.31400398906128e-06	1771962_at	YPR060C
-1.22899542322116	-17.6095277788007	1.38938597425205e-07	3.36104187260613e-06	1779832_at	YGL080W
1.25558975583595	17.5963212029213	1.39739844285456e-07	3.37103094558823e-06	1773627_at	YPL030W
-2.43655057212759	-17.5856610939969	1.40390387637215e-07	3.37926466101208e-06	1772447_at	YLR251W
-1.27227848846308	-17.5466891898359	1.4279784055794e-07	3.42959305190609e-06	1772686_at	YOL117W
-1.82400424542721	-17.5343460449744	1.43569981973539e-07	3.42959305190609e-06	1775678_at	YLR142W
-1.5428439532013	-17.5314683924868	1.43750671527055e-07	3.42959305190609e-06	1773588_at	YLR004C
1.33625342179317	17.5303266636645	1.43822432231399e-07	3.42959305190609e-06	1779544_at	YER127W
1.14454487617243	17.5267032529615	1.44050440229218e-07	3.42959305190609e-06	1774335_at	YOR310C
-1.35891538651995	-17.5035108320285	1.45519519651032e-07	3.45703763205757e-06	1777449_at	YIR014W
1.19100428377045	17.4830482033034	1.46829688190908e-07	3.48059616605258e-06	1777650_at	YMR243C
1.28978205787463	17.4551372815826	1.48638193265295e-07	3.51584020779901e-06	1779760_at	YBR187W
1.40112428950164	17.4280660232287	1.50416257752059e-07	3.55021353070088e-06	1775861_at	YBR130C
-1.81352795337077	-17.421527468953	1.5084929425887e-07	3.55276096478648e-06	1771982_at	YMR170C
1.14851027660563	17.4131252342018	1.51407818815991e-07	3.55824654628204e-06	1779772_at	YLL012W
-1.82101277229777	-17.3996233605512	1.52310211565062e-07	3.57177251498497e-06	1774177_at	YNL144C
-1.48875743338401	-17.379997315141	1.53632717255993e-07	3.59507137938649e-06	1770920_at	YPL189C-A
-4.08061566350904	-17.3707408138828	1.54260946951785e-07	3.60046423746434e-06	1769643_at	YBR169C
1.2941601733278	17.3669050900788	1.54522120000986e-07	3.60046423746434e-06	1773300_at	YEL026W
-2.18903373359298	-17.3214144242629	1.57657784303954e-07	3.66571120611406e-06	1772778_at	YBL078C
1.60824859409075	17.2879938435387	1.60007070945952e-07	3.71243582016425e-06	1769730_at	YHR128W
1.43442765284032	17.237079110697	1.63662163093892e-07	3.78919516586874e-06	1777630_at	YKL216W
1.31862982239255	17.2313600620203	1.64078558329701e-07	3.79080440893653e-06	1776896_at	YLR146C
1.6512919060915	17.2178204450523	1.65069114672517e-07	3.80564406147946e-06	1776441_at	YDR408C
-1.3322967425156	-17.2087464313402	1.65736731599333e-07	3.81048779014687e-06	1775904_at	YMR136W
-4.53851496248292	-17.2054963774669	1.65976591152078e-07	3.81048779014687e-06	1778053_at	YBR054W
-2.55505019947285	-17.1687171049709	1.68718344414021e-07	3.86531251101975e-06	1779267_at	YER096W
1.74783235335031	17.0986090298442	1.74086879806088e-07	3.97996113498102e-06	1778359_at	YLR180W
1.20413752661718	17.0864182167492	1.75039863586842e-07	3.99339379807308e-06	1771271_at	YKR043C
-1.08413787491081	-17.0799710887827	1.75546221019117e-07	3.99660229853524e-06	1779265_at	YBR071W
1.34275500387604	17.0658084041813	1.76664352334698e-07	4.01369655366649e-06	1772095_at	YIL110W
1.30551649731421	17.0609369420627	1.77050799279374e-07	4.01413098449169e-06	1773261_at	YIL079C
-2.71510324305379	-16.9863034249044	1.83091823615831e-07	4.13084440924234e-06	1777366_at	YIL045W
-1.90993222977202	-16.9814358045586	1.83493800837574e-07	4.13084440924234e-06	1770013_at	YFL052W
1.48749623172217	16.9801277915932	1.83601988103427e-07	4.13084440924234e-06	1770820_at	YOL097C
-1.82604327743686	-16.9788144705652	1.83710686575016e-07	4.13084440924234e-06	1771925_at	YJL164C
2.18990092948457	16.9505505095943	1.86067611411076e-07	4.17083475515311e-06	1772232_at	YLR179C
1.11180252245715	16.9483503523464	1.86252503707423e-07	4.17083475515311e-06	1775866_at	YDR299W
2.13904485061064	16.9409480831333	1.86876078860525e-07	4.17624087891169e-06	1778416_at	YIL114C
-2.10988663337565	-16.9323912355222	1.8759984420247e-07	4.17998902040056e-06	1773936_at	YIL055C
-4.63407966931188	-16.9299276757131	1.87808803899769e-07	4.17998902040056e-06	1771908_at	YNL160W
-2.25940128459233	-16.9104001376345	1.89474424423636e-07	4.1846852500898e-06	1778293_at	YKR075C
1.39731064468807	16.9078115136173	1.89696467948395e-07	4.1846852500898e-06	1779813_at	YNL248C
-1.18416513618226	-16.9054800126252	1.89896706787766e-07	4.1846852500898e-06	1777253_at	YOR230W
1.55507224962075	16.9034632039521	1.90070110296055e-07	4.1846852500898e-06	1770183_at	YJL193W
-5.1264134685921	-16.9005905980247	1.90317402021837e-07	4.1846852500898e-06	1771373_at	YHR139C
-1.16482300981803	-16.8858572943739	1.91591436003448e-07	4.20002899790429e-06	1770332_at	YCR076C
-3.24653853755975	-16.8770832050462	1.92354713265045e-07	4.20002899790429e-06	1770659_at	YPL017C
1.37804770801265	16.8759009465505	1.92457821677724e-07	4.20002899790429e-06	1772631_at	YLR073C
1.1996605528666	16.8748151289595	1.92552573933936e-07	4.20002899790429e-06	1779031_at	YER081W
1.59741091999373	16.8577156127621	1.94051676539812e-07	4.22429625742443e-06	1775295_at	YDR321W
1.21616326621206	16.8383599217929	1.95764433576074e-07	4.25310880739431e-06	1773375_at	YJR069C
1.32447137843135	16.7907253527799	2.00052409751271e-07	4.33360123847698e-06	1778089_at	YPL252C
-1.25841565297576	-16.7884210356076	2.0026250232713e-07	4.33360123847698e-06	1771536_at	YER101C
-1.81116203019905	-16.7117874551356	2.07392801339984e-07	4.47902872142953e-06	1775953_s_at	YNL034W
-1.04278674523302	-16.6679701568535	2.11597767002452e-07	4.56082918698777e-06	1774553_at	YOL060C
1.08766307975199	16.6545376848246	2.12905960296806e-07	4.57999278370767e-06	1776678_at	YOR276W
1.54665258901498	16.6356499567961	2.14760854191673e-07	4.61081849628015e-06	1778791_at	YHR144C
1.60843413445296	16.6072898501448	2.17580217978372e-07	4.66218945503462e-06	1772198_at	YCR102C
-1.27806135883032	-16.5827435837541	2.20054063079591e-07	4.70597025701326e-06	1771712_at	YER066W
1.24431928325307	16.5611943717681	2.22251946136794e-07	4.74368997535719e-06	1778252_at	YGL234W
1.31910459155603	16.5504434777613	2.23357689895251e-07	4.74878846488903e-06	1779334_at	YDL219W
1.29416384542877	16.5504217976298	2.23359925965681e-07	4.74878846488903e-06	1779734_at	YMR217W
-1.05626561411021	-16.5353372350998	2.24921853623474e-07	4.77271071145111e-06	1775484_at	YCR004C
1.43712094574227	16.514548775395	2.27094553009721e-07	4.80947533970975e-06	1771188_at	YNL217W
1.21510039161955	16.498104233063	2.28829971101066e-07	4.83685478567205e-06	1775762_at	YLR197W
1.1527177438843	16.4847522753698	2.30249995625861e-07	4.85747481119576e-06	1770044_at	YML124C
-1.53692271741225	-16.4786880357134	2.30898217084498e-07	4.86176438593332e-06	1769905_at	YJR151C
1.03457836692309	16.4637642585764	2.32502211912332e-07	4.88612340726531e-06	1774513_at	YJL183W
1.74409558606829	16.4523594325089	2.33736439266099e-07	4.90263302936647e-06	1778277_at	YLR452C
1.1494357290586	16.4327373810681	2.35877210553326e-07	4.93166221678717e-06	1773766_at	YMR215W
1.61268299676176	16.4314083847591	2.36022999577204e-07	4.93166221678717e-06	1771055_at	YNL301C
-1.35361881585078	-16.4247674408039	2.36753021356378e-07	4.9374752240124e-06	1775494_at	YER004W
1.18398745009839	16.4180777184397	2.37490972834191e-07	4.9434311450134e-06	1776937_at	YOR311C
-4.10081883734855	-16.37610115169	2.42180910904737e-07	5.03146957103987e-06	1771802_at	YER054C
-7.65716704505424	-16.3447644456406	2.45749989355618e-07	5.09593146808005e-06	1778666_at	YHR096C
1.17539510332282	16.328951213037	2.47573451633404e-07	5.12402022623076e-06	1773288_at	YPR110C
-2.45242666993888	-16.3063352277183	2.50207849319982e-07	5.15981097318478e-06	1778677_at	YDR009W
-2.07206499134558	-16.3060006772127	2.50247054885426e-07	5.15981097318478e-06	1775390_at	YMR104C
-4.11863873200459	-16.2829641736164	2.52963359398545e-07	5.19721193388033e-06	1776624_at	YOR374W
-1.18383455938166	-16.2825529554743	2.53012147586414e-07	5.19721193388033e-06	1778280_at	YBR212W
1.33679818771152	16.2625716467837	2.55395585784038e-07	5.23632825787612e-06	1776859_at	YDL014W
-1.16266443058272	-16.2557529824775	2.562147075883e-07	5.24328525191936e-06	1775677_at	YOR162C
1.10796074475841	16.248289643273	2.57114661046852e-07	5.25186731947663e-06	1772643_at	YHR039C-A
-2.29955992243793	-16.235739312467	2.5863604424866e-07	5.2697897432437e-06	1774564_at	YLL026W
-2.17754395469811	-16.2318376368729	2.59111075523293e-07	5.2697897432437e-06	1773684_at	YJL103C
1.39285861914587	16.2287102732146	2.59492542094414e-07	5.2697897432437e-06	1771751_at	YBR175W
-2.10234921343904	-16.2252038311241	2.59920998500032e-07	5.2697897432437e-06	1774137_at	YEL039C
1.08579310595892	16.2157817592288	2.6107623792222e-07	5.28243699079928e-06	1772676_at	YHR089C
1.18843310888942	16.2122433845431	2.6151156771801e-07	5.28243699079928e-06	1779402_at	YPL227C
-1.28535195452427	-16.2010457812003	2.62894606728027e-07	5.30057612974885e-06	1778498_at	YBR139W
1.26954377999546	16.1844476737099	2.64959826709115e-07	5.33237750695619e-06	1773030_at	YGR041W
1.16198581718947	16.1728474553464	2.66414011578144e-07	5.34679466363073e-06	1776748_at	YLR449W
1.15957228053133	16.1709339344876	2.66654748506474e-07	5.34679466363073e-06	1777944_at	YNL151C
-1.09522808152112	-16.1558143150708	2.68565546405365e-07	5.3723208158618e-06	1774010_at	YGR019W
-3.46364044516529	-16.1511043188308	2.69163930338283e-07	5.3723208158618e-06	1777402_at	YOR186W
-1.29580137931903	-16.1492288466764	2.69402617779307e-07	5.3723208158618e-06	1769751_at	YOR285W
-2.97230470097507	-16.1408764286572	2.70468506114526e-07	5.37874713765912e-06	1778930_at	YOR289W
-2.87698771349599	-16.1389948826783	2.70709272118642e-07	5.37874713765912e-06	1774756_at	YML100W
-2.00655835030803	-16.1317249324011	2.71641814602692e-07	5.38748048997862e-06	1778358_at	YOR237W
-2.33563952244893	-16.0963372957757	2.76232994224903e-07	5.46861261030751e-06	1772193_at	YLR297W
1.07940914391998	16.0845087893765	2.77787022378928e-07	5.48240163588253e-06	1779191_at	YBR283C
1.27918082762442	16.0834024167569	2.7793287941791e-07	5.48240163588253e-06	1778323_at	YPR137W
-3.68368248225849	-16.0680718456696	2.79962850139695e-07	5.51249374112899e-06	1778040_at	YKR076W
-2.12938801562018	-16.0485204124215	2.82575942824266e-07	5.54449798595529e-06	1775055_at	YCR018C
-1.0772520362101	-16.0483191724588	2.82602981165547e-07	5.54449798595529e-06	1779609_at	YER143W
1.87114636531519	16.0362779880386	2.84226124767053e-07	5.55759244070357e-06	1778739_at	YOR315W
1.12948548631821	16.0346392025634	2.84447841047538e-07	5.55759244070357e-06	1770967_at	YIL096C
1.2575869303493	16.0320680006314	2.84796098718338e-07	5.55759244070357e-06	1775167_at	YER131W
-1.08289879613427	-15.9843403555159	2.91348412143013e-07	5.67532165400864e-06	1772252_at	YOR019W
1.0773365116449	15.9605836694168	2.94672904471593e-07	5.7298674378391e-06	1776735_at	YER056C-A
-1.30160686941476	-15.9334121567522	2.98527651028386e-07	5.79451184802522e-06	1773974_at	YLR273C
-1.16091545169084	-15.9294946768443	2.99088074046543e-07	5.79509658365359e-06	1779626_at	YHR132W-A
-1.1044187881051	-15.8922769425651	3.04471726953498e-07	5.88896819849173e-06	1774864_at	YMR197C
1.2136905729619	15.8692620856647	3.07855365689322e-07	5.94389299691326e-06	1778328_at	YEL017C-A
-1.0331281829309	-15.8637768000479	3.08668035144111e-07	5.94907281843889e-06	1772973_at	YJL206C
1.06038292873064	15.8588472399444	3.09400429118908e-07	5.95268994614688e-06	1779553_at	YDR257C
-1.36274845605258	-15.8511636115184	3.10545898604726e-07	5.9642277327811e-06	1779146_at	YMR030W
-1.16491952515756	-15.8403526185065	3.12165673827453e-07	5.98030559011041e-06	1779529_at	YOR020W-A
1.21407249950297	15.8382783844339	3.12477534036699e-07	5.98030559011041e-06	1773703_at	YIL053W
-1.32497267352537	-15.8290187673352	3.13873991261764e-07	5.99418792000303e-06	1777133_at	YNL173C
1.10412875858791	15.8262036433725	3.14299933945986e-07	5.99418792000303e-06	1770754_at	YMR318C
-1.09959644526341	-15.8142248382211	3.16119667424019e-07	6.01612937723923e-06	1779316_at	YCR079W
-1.07614878184798	-15.8113328787114	3.16560765687793e-07	6.01612937723923e-06	1772399_at	YOL110W
-1.0705040379997	-15.8077906630521	3.17101987672932e-07	6.01612937723923e-06	1773413_at	YDR150W
1.12017448294329	15.7557801637861	3.25169723331273e-07	6.157550294813e-06	1774349_at	YKL009W
-1.33624537307028	-15.7482455459393	3.26357494550156e-07	6.157550294813e-06	1777315_at	YCL012C
-1.16323878909711	-15.7474194470239	3.26488018704626e-07	6.157550294813e-06	1776876_at	YPR008W
1.17680614548923	15.7453834796218	3.26809953421627e-07	6.157550294813e-06	1777563_at	YLR359W
-1.36912345228473	-15.7364118757664	3.28232833442795e-07	6.16039086736705e-06	1779275_at	YHR104W
-1.13139261191491	-15.7347501289361	3.28497147048618e-07	6.16039086736705e-06	1770303_at	YBR294W
-1.7112150676823	-15.7337779406057	3.28651891990756e-07	6.16039086736705e-06	1770055_at	YMR306W
1.23155120157949	15.7225771320695	3.30440666936293e-07	6.17389697661299e-06	1775342_at	YJR070C
1.80149782541184	15.7211800097532	3.30664554697794e-07	6.17389697661299e-06	1776993_at	YER001W
1.63280531772099	15.7186693417492	3.31067315912812e-07	6.17389697661299e-06	1774592_at	YOR313C
-1.238027470603	-15.7067047939872	3.32994258447053e-07	6.18569546231513e-06	1779412_at	YNR001C
-2.95156046964868	-15.7035888677264	3.33498158706581e-07	6.18569546231513e-06	1777972_at	YGL081W
-2.20212789468968	-15.7035450110741	3.33505257214857e-07	6.18569546231513e-06	1771963_at	YHR209W
1.3258920163945	15.7007120101657	3.3396415837902e-07	6.18569546231513e-06	1780155_at	YIL145C
1.28221905115305	15.6696800436941	3.39037582709787e-07	6.26750203195917e-06	1779940_at	YGR191W
1.19714186494449	15.6667085004361	3.39527928524875e-07	6.26750203195917e-06	1776267_at	YOR210W
-1.18396800023486	-15.6495776575605	3.42370345407744e-07	6.30931388636733e-06	1778076_at	YBR284W
1.5981476237604	15.6379748675549	3.44310716478696e-07	6.33438974693466e-06	1777971_at	YKL127W
-5.24438637387161	-15.6175266095031	3.47760503778913e-07	6.38148561421913e-06	1771052_at	YDL222C
1.11604833059674	15.6158883743991	3.48038563879448e-07	6.38148561421913e-06	1773888_at	YAL012W
1.14723889632169	15.6001399850102	3.50724346302803e-07	6.41995922344561e-06	1769685_at	YDR518W
-2.19559542048666	-15.5866423000504	3.53044833796526e-07	6.4516286684422e-06	1773109_at	YKR034W
1.17771842349445	15.5814134842449	3.53948391422805e-07	6.45734227290219e-06	1771687_at	YGR204W
-1.43051959557196	-15.5719768108205	3.55585667213803e-07	6.45912066407942e-06	1777937_at	YMR194C-B
-1.0487419284553	-15.5649735657236	3.56806242820311e-07	6.45912066407942e-06	1773345_at	YDR032C
1.05034412565278	15.5628117138628	3.57183976425258e-07	6.45912066407942e-06	1776023_at	YHR042W
-1.1400455184054	-15.5619059378333	3.57342373417757e-07	6.45912066407942e-06	1779306_at	YHR159W
-2.01548958477738	-15.5617071552527	3.57377145954875e-07	6.45912066407942e-06	1776425_at	YBR280C
-3.19565586940595	-15.560478018233	3.57592240278921e-07	6.45912066407942e-06	1773255_at	YGR008C
-3.43361099038116	-15.544248711548	3.60445993981389e-07	6.49992379905713e-06	1776550_at	YDR171W
-1.11190764030297	-15.5325788839083	3.62513831466279e-07	6.52644341064827e-06	1776030_at	YHR150W
1.23159043858727	15.5125573756929	3.66092681216099e-07	6.57482981501596e-06	1776498_at	YMR093W
1.1444080165419	15.5108218475514	3.6640477281705e-07	6.57482981501596e-06	1778317_at	YGL256W
1.49447124952265	15.4957342769051	3.69130531766602e-07	6.61011149217212e-06	1777843_at	YPR113W
-1.75602441348848	-15.4932544468199	3.6958072124059e-07	6.61011149217212e-06	1772852_at	YBR033W
-1.02201801926402	-15.4752087131609	3.72875397183506e-07	6.65484485919829e-06	1773280_at	YOR363C
1.11193563032283	15.4721372673633	3.7343944308761e-07	6.65484485919829e-06	1771215_at	YOL064C
1.24109840044254	15.4647470289278	3.74800533497808e-07	6.65484485919829e-06	1771764_at	YOR101W
-1.0631998838507	-15.4633498573771	3.75058482457228e-07	6.65484485919829e-06	1772255_at	YKL067W
1.52761499331077	15.462462235128	3.75222460913291e-07	6.65484485919829e-06	1772333_at	YPL263C
-1.15619074206731	-15.457638091067	3.76115078650256e-07	6.65484485919829e-06	1773929_at	YNL128W
-1.68246243643543	-15.4563995596108	3.76344630580577e-07	6.65484485919829e-06	1770456_at	YDR001C
-1.15072091479635	-15.4530061293965	3.76974382924552e-07	6.65521172310097e-06	1774838_at	YPL164C
1.25007892970607	15.4491710031768	3.77687531136393e-07	6.65704732299758e-06	1779965_at	YHR143W
