log.fc	test.stat	p.value	q.value	probe.id	gene.id
-8.8258107549052	-33.5532580862796	9.45678169301266e-10	1.26028915050296e-07	1769333_at	YPL223C
-4.92301608184191	-33.335607097699	9.94852571425845e-10	1.3098492651255e-07	1778884_at	YNL014W
-3.85452253424563	-33.0847462160797	1.05513983842274e-09	1.37268668503378e-07	1774983_at	YOL083W
-2.25019991431805	-32.9733752477388	1.08321587081073e-09	1.39263329837879e-07	1769466_at	YDL049C
3.11049123404508	32.8838032002059	1.10640799255857e-09	1.40364146506044e-07	1779506_at	YEL040W
-5.4411980295898	-32.7992816689159	1.1288066221126e-09	1.40364146506044e-07	1772642_at	YLR312C
-3.20946672897287	-32.758476442789	1.13980275584956e-09	1.40364146506044e-07	1777575_at	YJR115W
-2.25857407852619	-32.7461210928084	1.14315602480215e-09	1.40364146506044e-07	1770397_at	YDR262W
-3.49268994697721	-32.5547962654112	1.196526933674e-09	1.43106837109519e-07	1773698_at	YIR016W
-2.80855600066058	-32.5392368100916	1.20098930632057e-09	1.43106837109519e-07	1777106_at	YNL274C
-2.40709568698109	-32.5260726220545	1.20477937537296e-09	1.43106837109519e-07	1770785_at	YPR193C
-2.22918320540226	-32.4101816583006	1.23873306802195e-09	1.45557795347784e-07	1777511_at	YOR215C
-7.09436938758795	-32.1509968594868	1.31864240265558e-09	1.53299193364044e-07	1779563_at	YDR070C
-3.13909735689941	-31.9693893323913	1.37809502969241e-09	1.58524447205038e-07	1772062_s_at	YFL061W
-2.31747347435707	-31.8090272807658	1.43311221324994e-09	1.63135940274952e-07	1773234_at	YER079W
-2.92787254517823	-31.6786021607846	1.47968702051671e-09	1.66438322275008e-07	1773594_at	YBR298C
-2.29508842283526	-31.6433033594148	1.49258378321292e-09	1.66438322275008e-07	1770506_at	YIL162W
-5.91151490266908	-31.4793827285665	1.55415750916344e-09	1.71553871314526e-07	1770118_at	YOR178C
-5.68980090074879	-31.2056875184854	1.66345224619686e-09	1.81782061464393e-07	1769579_at	YGL121C
-4.84060822542098	-31.1596157676547	1.68268877588395e-09	1.82063593493661e-07	1771529_at	YDR380W
-4.77088430875607	-31.0320679962977	1.73726488633518e-09	1.84624200252454e-07	1770592_at	YJL089W
-3.89540122742216	-31.0254653311756	1.74014390794315e-09	1.84624200252454e-07	1777536_at	YGR067C
2.50152265340608	30.8980959125256	1.79674767960826e-09	1.88796717718838e-07	1774974_at	YML056C
2.34600993235642	30.8104634331614	1.83689656568911e-09	1.9117719685572e-07	1776471_at	YGL209W
-2.14298786082765	-30.6845308042663	1.89637486576911e-09	1.95505514463442e-07	1776643_at	YGR230W
-4.3521275243654	-30.6473701393522	1.91433831425371e-09	1.95512982225837e-07	1775851_at	YKL026C
-3.10093624000179	-30.4400365471552	2.01815088001976e-09	2.04206970526444e-07	1777053_at	YPR026W
-2.38857329457131	-30.2991720876333	2.0922992627685e-09	2.09767397647102e-07	1775996_at	YGL146C
-2.3075924231548	-30.1750614529498	2.16017928135927e-09	2.13826826668917e-07	1774011_at	YIL107C
-2.38836283432155	-30.1540350915717	2.17192329431276e-09	2.13826826668917e-07	1770947_at	YPR006C
-2.61604409627355	-30.0659249918219	2.22192458897455e-09	2.16340928507585e-07	1776188_at	YDL110C
-2.55670461032446	-30.0397043341153	2.23705389104659e-09	2.16340928507585e-07	1770623_at	YPL134C
-5.8835720900845	-29.9692137400577	2.27830557828253e-09	2.18397573328697e-07	1769959_at	YDL085W
-2.04616370346553	-29.8485721942475	2.35091003525379e-09	2.23397781436986e-07	1769554_at	YOR084W
-3.95310933823153	-29.743158810185	2.4164887489681e-09	2.27649905592443e-07	1778227_at	YDL079C
2.28882926251097	29.7070790868969	2.43940576275524e-09	2.2784466816572e-07	1775237_at	YHR068W
-2.98328262991621	-29.6699711025151	2.46323164845194e-09	2.28120300460023e-07	1777667_s_at	YEL070W
-7.54757691141219	-29.155758827995	2.8218908304258e-09	2.59139689032716e-07	1776064_at	YKL217W
-4.26878811868464	-29.0579379947627	2.8965868532411e-09	2.63782509435157e-07	1773415_at	YFR017C
-5.68043073292631	-29.0224101363296	2.92426531274628e-09	2.64102242460259e-07	1779158_at	YBL075C
-5.05844786712387	-28.9666071483018	2.96834299361328e-09	2.65885674050868e-07	1777444_at	YMR174C
-2.88317536257235	-28.8534398612687	3.06004890176572e-09	2.71871661776388e-07	1770378_at	YKL188C
-2.5324236996558	-28.787052867054	3.11532930564914e-09	2.73956570650049e-07	1775401_at	YIL024C
2.15008525909098	28.7653388432818	3.13365403836531e-09	2.73956570650049e-07	1777048_at	YHR179W
-1.94047776687012	-28.6589246461975	3.22523219191575e-09	2.79070313080954e-07	1772934_at	YBR269C
1.85432438526582	28.6384205273699	3.24322197669117e-09	2.79070313080954e-07	1769731_at	YDR261C
-4.90658033004959	-28.5472852755452	3.32456146238938e-09	2.83834434851493e-07	1770576_at	YPL036W
1.82561661962077	28.4706026144187	3.39478475990095e-09	2.87583006637191e-07	1777616_at	YML018C
-2.76627125498748	-28.0936633667715	3.76519501356204e-09	3.16023638958092e-07	1774614_at	YNL200C
-2.26591297165005	-28.0715015261108	3.78835072323481e-09	3.16023638958092e-07	1769609_at	YGR110W
-2.55720943401067	-27.9754530048168	3.89057819940253e-09	3.220927163869e-07	1776749_at	YIR038C
-2.84144487768301	-27.7051500208471	4.19535159812471e-09	3.44712798979751e-07	1773662_at	YGR066C
-2.83882413345424	-27.5020184247581	4.44211897363249e-09	3.62264747342208e-07	1771265_at	YKR049C
-5.2365024848241	-26.9131070196347	5.25512395411785e-09	4.23498156204437e-07	1779266_at	YDL204W
-2.65646956020614	-26.9029965337619	5.27047485759548e-09	4.23498156204437e-07	1773976_at	YBR203W
-4.90814284658919	-26.7582450609051	5.49588434739865e-09	4.36268924258657e-07	1779905_at	YER065C
2.60308381505517	26.7498713677222	5.50925252083589e-09	4.36268924258657e-07	1773235_at	YLR460C
-3.57616223478876	-26.5980612493011	5.75807440664235e-09	4.5269235335099e-07	1775271_at	YPL230W
-2.29197392188186	-26.4594097093897	5.99643333145283e-09	4.68064453186547e-07	1769426_at	YPR002W
-2.20632426389306	-26.393204603641	6.11415347910283e-09	4.72470986483216e-07	1776644_at	YKR058W
-4.83332353483401	-26.3792175377803	6.13935579068601e-09	4.72470986483216e-07	1777343_at	YNL202W
-2.38144065063036	-26.3302161058199	6.22857545679675e-09	4.75985123020104e-07	1779578_at	YDR059C
-2.44256329682338	-26.2557423467512	6.36698429348966e-09	4.83183363605937e-07	1775303_at	YBL064C
-2.04006815226733	-26.2096951479876	6.45429442004125e-09	4.86431237394557e-07	1769411_at	YBR149W
-1.79812762705467	-26.1386783326102	6.59160581460342e-09	4.93377180424563e-07	1778290_at	YGR244C
-1.95295239751675	-26.0958210559771	6.67606112867231e-09	4.96299292613136e-07	1772426_at	YEL020C
-3.88109908503322	-25.9981802683312	6.87306366346634e-09	5.07492160232163e-07	1776156_at	YAL061W
-3.31984233807008	-25.9067302022908	7.06353089384349e-09	5.15142415076196e-07	1771949_at	YMR196W
-2.1568387556463	-25.9032235122119	7.07095189068717e-09	5.15142415076196e-07	1777344_at	YJR148W
-2.07052567056762	-25.8142165256665	7.26228406399222e-09	5.25577750008655e-07	1779718_at	YPL123C
-1.83622739064949	-25.7240818448162	7.46200359634951e-09	5.36478784874391e-07	1771801_at	YLR356W
-4.34922498864129	-25.6667100726805	7.59234691234455e-09	5.42282137634649e-07	1777561_at	YGR243W
-1.60364693494113	-25.4983832840533	7.98981144293905e-09	5.65151791933629e-07	1774671_at	YKR046C
