""	"b1"	"b2"	"b3"	"c1"	"c2"	"c3"
"YGR167W"	11	12	14	10	12	16
"YJL182C"	0	0	0	0	0	0
"YER145C"	71	142	54	29	14	24
"YCR089W"	5	2	3	2	10	8
"YMR136W"	5	14	7	28	21	35
"YKL065W-A"	1	0	0	1	7	5
"YCR076C"	0	7	4	7	2	9
"YDR379W"	9	8	7	4	10	11
"YIL160C"	0	0	1	24	34	41
"YHR131C"	3	9	2	1	12	6
"YGL223C"	10	4	3	4	6	7
"YDR039C"	2	1	0	0	2	0
"YBL020W"	3	10	6	2	2	11
"YBR127C"	45	44	38	21	33	35
"YKL176C"	20	19	10	16	17	12
"YGL129C"	7	7	8	8	3	4
"YER152W-A"	0	1	0	0	0	1
"YBR276C"	5	17	12	12	10	10
"YBR017C"	15	20	18	14	13	10
"YDL159C-B"	0	0	0	0	0	0
"YPL178W"	3	9	3	4	3	7
"YMR053C"	0	2	2	3	7	6
"YLR146C"	5	3	8	0	3	2
"YOL044W"	2	1	2	6	8	5
"YNL005C"	15	28	10	10	10	22
"YHL039W"	9	11	13	6	4	4
"YAL021C"	11	12	16	7	12	7
"YPL221W"	21	28	17	19	9	18
"YDL164C"	5	8	9	3	3	14
"YDR393W"	10	9	5	3	8	4
"YOR008C"	8	24	16	20	17	26
"YEL050W-A"	0	1	0	1	0	0
"YDR189W"	10	13	9	14	6	11
"YOR068C"	0	0	0	0	0	0
"YLR106C"	37	59	43	25	27	33
"YNL172W"	5	9	3	4	9	6
"YGR093W"	5	9	4	2	4	11
"YFR023W"	0	0	0	1	2	1
"YEL025C"	14	15	12	8	6	11
"YNL255C"	22	22	26	11	14	12
"YOL065C"	2	4	0	2	2	3
"YDR491C"	2	0	0	1	1	2
"YML109W"	13	9	8	6	4	12
"YJL199C"	1	1	0	0	2	0
"YDR208W"	9	19	10	7	12	21
"YKL129C"	9	14	6	6	10	13
"YCR036W"	7	7	1	5	7	15
"YNL259C"	7	12	7	2	4	6
"YPR133W-A"	3	3	3	2	3	1
"YIL021W"	12	7	10	6	2	12
"YKR087C"	1	6	5	2	3	2
"YJL088W"	46	96	73	33	54	53
"YDL161W"	8	8	4	13	7	14
"YCR087W"	1	0	0	0	0	0
"YJL146W"	7	4	3	3	0	8
"YDR008C"	0	1	1	0	1	0
"YBR012W-B"	14	23	14	6	9	11
"YDL114W-A"	0	0	0	0	0	0
"YML113W"	5	5	5	4	2	2
"YCL028W"	8	10	9	11	13	9
"YLR166C"	5	9	8	7	8	11
"YHL013C"	3	7	3	4	3	3
"YLR175W"	58	84	66	16	19	31
"YOR356W"	26	12	18	26	39	46
"YIL030W-A"	0	0	0	1	0	0
"YMR201C"	1	3	2	4	5	7
"YDR093W"	9	12	12	3	6	3
"YCL037C"	3	0	0	0	0	1
"YNL285W"	0	0	0	0	1	0
"YNL103W"	8	12	15	10	11	21
"YBR229C"	17	16	12	6	8	10
"YPL116W"	8	10	8	6	10	17
"YHR117W"	10	8	14	6	4	8
"YOR012W"	0	1	0	0	0	0
"YOR304W"	11	24	12	6	12	22
"YGL196W"	6	7	3	5	13	17
"YML045W-A"	0	0	0	0	0	0
"YOR366W"	0	0	0	0	0	0
"YOR233W"	16	10	10	5	8	5
"YGL035C"	6	12	10	10	19	13
"YMR244C-A"	1	3	0	1	0	0
"YLR222C"	15	20	16	3	3	6
"YLL025W"	1	0	0	0	0	0
"YOR123C"	11	18	11	10	6	11
"YOR299W"	12	7	8	4	6	3
"YPR048W"	14	6	5	0	4	9
"YPL109C"	3	0	0	6	8	10
"YPL138C"	2	6	4	5	3	5
"YKL117W"	27	40	30	33	25	42
"YOL125W"	3	8	5	1	4	3
"YEL027W"	44	62	54	18	23	22
"YJL165C"	11	12	10	10	5	5
"YMR175W"	1	0	0	35	37	50
"YOR300W"	0	0	0	0	0	0
"YGL209W"	1	4	2	2	2	5
"YLR438W"	1	3	1	9	11	13
"YBL092W"	80	108	92	32	32	37
"YBR145W"	7	6	4	4	6	7
"YIL031W"	8	9	3	2	5	3
"YLR319C"	8	9	8	1	5	5
"YBR233W"	5	8	2	0	2	0
"YPR135W"	6	6	14	11	4	6
"YDR045C"	1	4	2	0	0	2
"YHR110W"	3	4	2	7	14	6
"YKL001C"	55	58	77	16	19	19
"YHR170W"	21	32	18	11	11	6
"YLR181C"	2	11	8	6	5	6
"YGL206C"	32	36	29	13	27	35
"YOL086C"	435	555	465	118	126	186
"YBR244W"	0	2	2	0	2	0
"YML002W"	2	4	4	4	2	5
"YMR316C-A"	0	0	0	0	0	0
"YBR032W"	0	0	0	0	0	0
"YNL016W"	25	33	26	19	16	17
"YFL026W"	62	78	61	10	11	9
"YDL223C"	4	7	5	39	50	60
"YLR236C"	0	0	0	0	0	0
"YGL013C"	13	17	9	9	15	15
"YMR163C"	3	3	3	2	6	2
"YNL166C"	10	8	9	7	4	12
"YHR034C"	0	5	2	2	2	10
"YDR338C"	4	4	0	1	3	6
"YFL041W-A"	0	0	0	0	0	0
"YOR008C-A"	0	0	0	0	0	0
"YPL135C-A"	0	0	0	0	0	0
"YKR095W"	30	32	20	22	16	26
"YJL077W-B"	0	0	0	0	0	0
"YML006C"	6	2	6	2	7	2
"YGR230W"	1	1	0	0	0	6
"YKR017C"	1	1	0	6	5	5
"YIL066W-A"	0	0	0	1	0	0
"YCR102W-A"	0	0	0	0	0	0
"YCR042C"	16	18	10	5	9	12
"YGR032W"	23	13	10	56	46	59
"YDR466W"	6	10	9	7	6	15
"YDR335W"	21	32	18	20	22	26
"YJR082C"	1	4	1	0	2	2
"YPL054W"	0	0	1	11	12	22
"YMR282C"	7	10	7	6	5	2
"YGR207C"	20	20	10	12	11	14
"YOR134W"	0	1	0	3	1	2
"YJL062W-A"	2	2	3	2	3	2
"YOR225W"	1	1	2	0	0	0
"YHR131W-A"	0	0	0	0	0	0
"YOR042W"	5	10	6	13	13	27
"YGR022C"	0	0	0	0	0	0
"YDL238C"	3	3	0	3	5	4
"YCR017C"	25	25	30	16	20	27
"YJL179W"	4	5	1	1	1	2
"YLR150W"	126	168	153	46	75	70
"YJR111C"	2	4	4	4	3	5
"YIR004W"	12	17	13	5	14	15
"YDL037C"	2	7	2	1	0	0
"YPL150W"	8	10	7	5	6	11
"YIR029W"	2	0	1	3	4	2
"YCR088W"	16	12	16	11	3	19
"YOL093W"	5	8	1	6	5	0
"YJL144W"	1	0	1	3	10	11
"YIL115C"	15	19	20	16	11	22
"YMR094W"	1	1	1	4	0	1
"YKR032W"	0	0	0	0	0	0
"YGR174C"	2	5	4	9	7	7
"YBR267W"	9	8	9	1	4	7
"Q0297"	0	0	0	0	0	0
"YLR217W"	0	1	1	2	2	4
"YML107C"	1	5	1	1	2	4
"YIL047C"	17	18	20	20	25	17
"YHR130C"	0	0	1	0	0	0
"YGL262W"	1	0	0	3	0	1
"YCL043C"	92	110	91	47	63	62
"YNL117W"	0	0	1	13	21	16
"YFR034C"	6	10	8	5	7	10
"YLR057W"	11	9	13	0	9	4
"YOL014W"	5	4	4	0	0	0
"YDL172C"	0	1	0	0	0	1
"YJL141C"	3	6	5	18	13	13
"YGL021W"	16	17	13	10	4	13
"YAL034C-B"	0	0	0	1	0	0
"YPL066W"	4	3	10	7	3	8
"YPL056C"	0	3	1	1	0	0
"YPL180W"	10	15	5	7	4	8
"YOR216C"	4	11	7	5	4	14
"YKL193C"	7	4	4	5	9	9
"YLR035C-A"	14	18	10	8	6	11
"YOR109W"	21	20	12	11	12	22
"YKR090W"	1	10	2	2	5	3
"YCR107W"	0	0	0	0	0	0
"YBR107C"	2	0	1	6	1	3
"YDL166C"	5	8	5	7	2	8
"YOL043C"	3	2	1	4	3	3
"YOR162C"	6	10	5	5	7	10
"YHR152W"	3	2	3	6	4	1
"YBR249C"	30	69	42	20	36	28
"YOR288C"	7	3	2	1	2	4
"YFL041W"	8	17	13	9	10	12
"YOR377W"	0	3	4	2	3	5
"YBR041W"	10	14	9	6	8	2
"YBR090C"	2	4	1	1	2	8
"YNL028W"	0	0	0	0	0	0
"YGR085C"	71	87	68	22	28	32
"YOR394W"	0	0	0	1	0	0
"YMR131C"	26	32	24	13	14	10
"YMR278W"	2	6	3	9	3	15
"YPR148C"	19	20	12	26	27	29
"YMR109W"	10	15	18	10	19	18
"YNL251C"	10	10	10	7	14	14
"YMR310C"	3	5	6	1	3	2
"YBR004C"	8	4	4	5	2	4
"YER104W"	2	3	1	1	0	3
"YNL058C"	4	4	3	0	3	2
"YOL151W"	8	6	3	14	14	26
"YLR362W"	7	1	1	8	10	5
"YKL032C"	11	19	7	13	7	13
"YMR105C"	3	9	2	25	23	32
"YPL262W"	17	32	18	32	36	49
"YDR519W"	7	7	3	8	2	6
"YIR020C-B"	0	0	0	0	1	0
"YDL193W"	5	7	5	1	3	5
"YLR267W"	1	1	1	5	4	2
"YDR104C"	3	3	5	8	7	10
"YKL106C-A"	0	0	0	0	0	0
"YBL068W-A"	0	0	0	0	0	0
"YCR066W"	1	2	2	3	5	0
"YGR216C"	4	9	1	4	1	1
"YBR175W"	3	7	4	0	3	1
"YCR085W"	0	0	0	0	1	0
"YPL199C"	6	8	4	0	2	5
"YLR373C"	12	13	5	9	6	9
"YJR043C"	4	9	4	2	4	3
"YPR043W"	3	7	2	1	1	3
"YBR221C"	35	34	41	48	34	41
"YOR358W"	3	2	1	0	7	4
"YDL148C"	21	17	25	8	9	13
"YEL052W"	10	11	5	5	8	12
"YDR378C"	3	9	3	4	3	5
"YNL307C"	15	23	27	6	15	16
"YBR296C-A"	0	0	0	0	0	0
"YMR295C"	9	9	12	8	11	25
"YDR472W"	8	4	3	4	4	7
"YBR297W"	4	7	4	12	5	6
"YIL142W"	21	34	35	14	18	18
"YML104C"	7	13	8	4	9	7
"YJR048W"	24	36	17	21	26	27
"YNL199C"	7	17	5	4	7	10
"YPR004C"	25	21	14	13	23	22
"YMR043W"	7	6	6	8	10	17
"YGL263W"	3	3	2	1	1	0
"YLR466W"	6	6	3	5	2	5
"YMR031C"	15	19	9	28	29	46
"YMR034C"	0	0	0	4	6	1
"YGR195W"	6	7	4	3	1	2
"YMR055C"	2	1	1	2	0	4
"YHR216W"	7	19	17	9	10	7
"YGR225W"	0	0	0	4	1	2
"YLR438C-A"	4	6	2	3	1	3
"YER070W"	28	43	30	20	27	28
"YPL260W"	18	15	13	20	20	22
"YGR289C"	3	4	2	28	23	36
"YBR014C"	4	7	5	7	1	6
"YOL039W"	32	54	34	10	7	12
"YPR137C-B"	89	106	78	47	47	40
"YLR447C"	19	42	29	8	25	23
"YGL014W"	23	21	8	13	10	13
"YGL153W"	0	4	1	4	2	4
"YOL012C"	5	4	4	3	2	3
"YPR138C"	2	15	9	10	18	25
"YGR171C"	4	5	5	4	1	11
"YMR217W"	74	100	81	14	20	25
"YGL188C"	0	0	0	1	0	0
"YKL166C"	5	8	9	4	2	2
"YAL010C"	3	4	8	2	4	1
"YDR078C"	4	2	2	6	2	1
"YDR182W"	9	11	10	5	13	6
"YML074C"	21	42	27	12	17	23
"YJR151W-A"	0	0	0	0	0	0
"YAL064W"	0	0	0	0	0	0
"YMR019W"	15	11	5	5	10	11
"YGR127W"	0	3	2	6	7	10
"YNR011C"	8	6	6	4	4	8
"YLL002W"	2	3	5	3	3	2
"YDR363W-A"	10	13	10	4	3	11
"YLL013C"	4	7	3	6	5	6
"YBR180W"	1	0	0	0	0	1
"YLR372W"	37	72	36	8	15	13
"YGR227W"	9	14	7	4	4	2
"YJL216C"	0	1	0	3	6	5
"YHL047C"	0	0	0	0	0	0
"YOR037W"	2	4	3	2	5	5
"YJR108W"	1	0	0	0	1	0
"YJL133C-A"	19	20	16	17	15	21
"YDR032C"	14	16	9	24	29	33
"YER002W"	18	8	5	6	11	17
"YJL014W"	36	47	41	16	24	36
"YCR033W"	3	18	8	9	14	10
"YER045C"	5	1	2	2	2	2
"YLR364C-A"	0	0	0	0	0	0
"YOR126C"	6	2	2	2	2	4
"YOR199W"	0	0	0	1	1	1
"YJL047C"	2	7	4	2	1	5
"YDL118W"	0	2	0	0	0	0
"YER133W-A"	0	1	0	1	0	0
"YLR340W"	92	117	91	33	45	48
"YOR169C"	2	1	1	0	0	0
"YLR193C"	3	5	1	6	4	8
"YEL032W"	16	19	11	9	7	9
"YOR108W"	18	33	37	9	5	14
"YBL016W"	5	5	5	4	2	7
"YER091C-A"	0	0	0	0	0	0
"YAR002C-A"	18	22	18	10	8	9
"YPL179W"	10	22	11	18	20	28
"YLR464W"	1	2	0	0	1	1
"YBR129C"	4	10	6	1	4	3
"YER034W"	2	2	2	3	0	2
"YML060W"	4	6	3	4	1	4
"YCL001W"	9	18	12	10	6	10
"YOL015W"	2	0	2	1	0	0
"YLR218C"	2	2	0	0	1	3
"YPR047W"	2	7	2	0	1	7
"YOR154W"	7	4	4	4	3	0
"YKL123W"	0	0	0	0	1	0
"YPR170W-A"	0	0	0	0	0	0
"YGL100W"	8	11	5	10	3	10
"YAR064W"	0	0	0	0	0	0
"YDR388W"	14	21	17	10	12	28
"YDR510C-A"	0	0	0	1	1	0
"YLR203C"	18	11	10	8	10	13
"YLR215C"	9	6	2	2	3	7
"YER187W"	0	0	0	0	0	0
"YHR066W"	9	22	7	6	1	4
"YFL046W"	4	3	6	4	3	4
"YLR312C"	1	1	0	14	16	19
"YOR375C"	161	252	237	109	96	150
"YHR122W"	11	3	8	9	7	11
"YHR088W"	3	8	8	12	4	8
"YDL171C"	51	84	61	62	86	91
"YEL068C"	1	3	1	0	0	1
"YPR059C"	0	0	0	0	0	1
"YPL219W"	3	2	1	0	2	5
"YPL142C"	5	6	8	0	2	0
"YML094W"	0	2	3	2	2	2
"YML054C"	13	7	9	51	80	69
"YBL061C"	11	6	8	11	5	7
"YOL104C"	1	0	0	0	0	0
"YBR224W"	0	0	1	1	1	0
"YGL169W"	7	15	5	3	2	2
"YCL022C"	0	0	0	0	0	0
"YER154W"	10	20	11	7	8	12
"YGR109W-A"	0	0	0	0	0	0
"YNL273W"	4	8	8	4	7	6
"YOR236W"	2	1	3	3	0	3
"YGR084C"	7	9	8	5	8	5
"YDR343C"	12	5	6	197	258	271
"YFL068W"	1	2	1	2	2	3
"YNL023C"	6	14	14	4	6	7
"YKR005C"	0	1	2	2	2	5
"YGR016W"	0	1	0	1	2	0
"YNL275W"	1	4	4	3	4	2
"YJL206C"	2	1	1	1	3	3
"YHR076W"	9	12	7	9	6	9
"YNL052W"	18	29	18	26	20	50
"YKL192C"	10	11	9	8	7	5
"YER143W"	11	10	3	12	11	20
"YIR035C"	2	10	2	6	1	11
"YPL175W"	3	4	7	3	1	3
"YBR251W"	3	6	8	4	3	3
"YDL063C"	6	11	8	3	5	6
"YOR329W-A"	0	0	0	0	0	0
"YOR071C"	3	2	5	5	5	3
"YJL166W"	13	18	8	16	19	28
"YGR252W"	3	7	3	7	6	8
"YCL068C"	0	0	0	0	0	1
"YNL073W"	13	12	13	7	5	15
"YLR154W-A"	0	0	0	0	0	0
"YPR128C"	5	6	3	6	9	9
"YGL075C"	2	1	1	1	2	2
"YDR339C"	4	9	6	4	1	6
"YLR435W"	9	10	6	2	2	4
"YPL095C"	36	28	21	2	2	5
"YKL162C-A"	0	0	0	0	1	1
"YJL026W"	18	22	18	31	36	58
"YCL004W"	0	4	2	4	3	3
"YPL038W-A"	0	0	0	0	0	0
"YGL074C"	1	0	0	0	0	0
"YGL170C"	0	0	0	0	0	0
"YJR063W"	3	8	7	3	3	2
"YOR074C"	1	5	6	1	2	9
"YOR278W"	4	5	3	2	5	4
"YIL056W"	7	5	5	3	2	4
"YGL224C"	6	6	7	3	2	7
"YPR073C"	5	9	6	3	3	7
"YDR503C"	2	6	2	2	2	3
"YOR019W"	0	3	0	7	1	4
"YLR108C"	8	9	10	7	4	6
"YML080W"	6	8	4	6	3	7
"YBL108W"	0	0	0	0	0	0
"YLR214W"	3	19	4	3	3	11
"YMR180C"	3	6	2	2	3	4
"YPL028W"	21	37	24	15	19	24
"YBR198C"	10	14	11	5	12	11
"YBR289W"	5	7	4	4	3	8
"YKR035W-A"	0	0	0	0	0	0
"YDL070W"	16	35	17	19	21	17
"YPL034W"	1	2	0	0	1	2
"YFL002W-B"	0	0	0	0	0	0
"YPL209C"	0	2	1	1	2	2
"YPL174C"	3	5	3	2	3	5
"YCR084C"	26	37	22	30	28	32
"YNL097C-B"	0	0	0	0	1	0
"YKL210W"	63	74	52	45	68	75
"YDR508C"	29	26	22	5	7	3
"YDR364C"	6	5	1	4	0	10
"YLR257W"	8	14	7	12	19	16
"YDR281C"	1	2	0	0	0	0
"YOL062C"	8	13	7	9	8	14
"YOR371C"	1	6	5	5	8	8
"YJL041W"	9	17	13	9	20	23
"YJL126W"	2	2	2	0	0	3
"YOL100W"	6	1	6	7	13	17
"YER033C"	4	3	5	0	9	1
"YGR200C"	20	24	12	11	10	13
"YER019C-A"	10	6	7	6	6	4
"YAR069C"	0	0	0	0	0	0
"YDL185W"	65	96	70	49	54	68
"YOL122C"	8	6	10	4	11	17
"YLR289W"	3	5	6	2	9	2
"YGL038C"	4	8	5	9	11	9
"YDR261W-B"	4	11	5	2	4	2
"YAR031W"	0	0	2	0	1	0
"YDR160W"	10	8	4	4	3	6
"YMR124W"	6	4	5	6	8	13
"YNR063W"	3	2	0	0	2	3
"YKR062W"	8	4	4	4	4	7
"YJL052W"	18	18	18	22	64	97
"YHR023W"	13	13	15	5	19	7
"YMR193C-A"	0	0	0	1	1	0
"YBL044W"	0	0	0	0	0	0
"YLR451W"	10	9	5	6	2	8
"YMR326C"	0	0	0	0	0	0
"YIR033W"	10	10	13	15	20	26
"Q0115"	0	0	0	0	0	0
"YGL184C"	13	11	7	18	16	21
"YLR145W"	0	5	1	1	2	2
"YPL182C"	0	4	1	0	0	4
"YER136W"	14	23	10	15	16	20
"YMR040W"	0	0	0	2	1	0
"YOL095C"	3	3	3	1	3	4
"YLR197W"	55	73	49	14	16	27
"YLR161W"	0	0	0	0	0	0
"YOR142W-B"	42	45	32	25	16	22
"YOR344C"	4	4	3	8	7	15
"YPL250W-A"	0	0	0	0	0	0
"YML081C-A"	4	5	3	3	3	4
"YAL048C"	1	5	3	4	5	6
"YNL339W-A"	0	0	0	0	0	0
"YMR046C"	0	0	0	0	0	0
"YPL035C"	1	1	0	0	0	3
"YLR011W"	2	2	0	0	2	2
"YKR033C"	0	0	0	0	0	0
"YLR351C"	17	15	10	4	9	9
"YDL198C"	16	35	25	13	6	10
"YAL026C"	10	18	13	7	6	10
"YLR068W"	4	4	4	2	2	5
"YMR279C"	0	2	0	0	1	4
"YPL185W"	0	0	0	0	4	5
"YPR033C"	49	65	60	11	17	17
"YML130C"	18	29	15	6	9	10
"Q0075"	0	0	0	0	0	0
"YJL117W"	15	17	12	6	7	11
"YJR087W"	4	2	0	0	1	0
"YDR003W"	2	1	1	3	5	6
"YMR162C"	12	15	5	11	13	9
"YDR019C"	41	45	41	16	17	21
"YDR421W"	3	5	5	4	6	8
"YOR110W"	5	5	5	0	3	1
"YDR312W"	6	8	8	2	4	10
"YNL084C"	13	9	8	6	6	12
"YOR043W"	8	16	13	5	4	5
"YDR050C"	232	330	275	77	101	159
"YOR072W"	0	0	0	0	0	0
"YOR117W"	27	48	28	19	29	27
"YDR064W"	98	142	90	45	45	61
"YKL043W"	30	34	24	11	15	13
"YLR195C"	9	9	12	12	9	6
"YML068W"	1	3	4	2	6	5
"YDR315C"	1	1	2	1	0	4
"YFR014C"	11	17	10	10	7	7
"YCL002C"	7	4	3	1	2	2
"YFR004W"	21	29	21	23	31	31
"YOR120W"	3	3	1	15	20	28
"YDL054C"	6	12	6	8	9	16
"YPL133C"	2	3	1	4	2	4
"YPR081C"	4	5	5	10	5	10
"YBR064W"	0	0	0	0	0	0
"YGR054W"	23	38	21	9	12	15
"YKL071W"	2	1	0	0	3	2
"YHR143W"	35	40	37	6	8	14
"YNR001W-A"	0	0	0	0	0	0
"YOR044W"	1	0	2	1	2	2
"YFL013W-A"	0	0	0	2	0	0
"YFL056C"	1	2	2	1	0	1
"YKR034W"	0	0	0	0	1	0
"YGL166W"	5	0	0	2	2	3
"YDR027C"	12	15	9	8	5	10
"YHR035W"	1	3	0	1	4	1
"YLR140W"	0	0	1	0	1	0
"YGR083C"	17	31	14	9	12	10
"YGL001C"	16	16	15	2	8	6
"YOL022C"	11	10	8	7	4	11
"YLL067W-A"	0	0	0	0	0	0
"YGL090W"	4	1	1	5	1	5
"YCR013C"	10	16	12	6	10	13
"YAL004W"	0	0	0	0	0	0
"YJR049C"	4	11	4	10	9	14
"YNL229C"	12	12	7	6	7	6
"YJR071W"	2	4	4	0	3	3
"YDL234C"	11	5	4	10	7	13
"YLR094C"	1	1	2	4	4	3
"YML118W"	2	0	0	2	0	0
"YHL001W"	43	47	31	16	15	18
"YKL147C"	0	0	0	0	0	1
"YDR368W"	8	6	7	6	5	7
"YGL188C-A"	0	0	0	0	0	0
"YOR378W"	1	1	5	2	1	0
"YPR014C"	0	0	0	0	0	0
"YJL011C"	2	5	3	2	0	2
"YKL177W"	0	0	0	0	0	0
"YOR221C"	6	3	3	4	5	6
"YKL069W"	6	2	3	3	2	4
"YAR007C"	11	15	14	12	12	20
"YGR001C"	7	8	7	8	7	6
"YLR208W"	10	18	17	13	12	17
"YBR022W"	5	5	0	0	3	7
"YOR320C"	8	13	12	7	8	6
"YGR288W"	2	0	2	1	3	2
"YDL239C"	2	1	3	4	6	4
"YML078W"	15	9	14	16	14	10
"YOR385W"	1	1	3	4	2	2
"YPR099C"	2	0	0	1	1	2
"YDR128W"	9	6	7	7	11	10
"YDR326C"	26	25	15	5	4	6
"YLR330W"	30	28	21	19	24	31
"YML085C"	33	40	35	18	22	31
"YER080W"	15	19	19	13	16	14
"YHR179W"	55	76	49	12	11	14
"YMR117C"	2	1	1	0	4	0
"YNL272C"	6	17	13	3	8	9
"YOR381W-A"	0	0	0	0	0	0
"YPR175W"	4	5	5	2	2	6
"YJR038C"	0	0	0	0	0	0
"YBL074C"	1	2	1	1	3	1
"YOR116C"	17	30	25	13	13	17
"YKL093W"	1	1	3	9	10	10
"YDR136C"	0	0	0	0	0	0
"YML088W"	7	9	11	2	10	2
"YIL106W"	6	8	5	5	5	8
"YPR197C"	0	2	2	0	0	0
"YDR059C"	1	1	1	7	9	8
"YER008C"	18	22	9	4	8	14
"YLR227C"	1	3	3	1	2	2
"YOL124C"	11	11	7	4	4	5
"YNR041C"	5	4	2	2	2	1
"YJL052C-A"	0	0	0	0	0	0
"YOR247W"	34	34	35	12	6	7
"YIL110W"	7	13	9	2	3	2
"YKL110C"	5	6	3	4	5	3
"Q0182"	0	0	0	0	0	0
"YHL015W-A"	0	0	0	0	0	0
"YOL164W"	4	12	2	10	10	13
"YML102W"	8	7	6	3	6	4
"YLR272C"	13	13	7	5	6	7
"YGR213C"	1	0	0	0	0	1
"YEL070W"	0	0	1	1	3	1
"YGR071C"	2	2	4	6	4	5
"YER176W"	8	14	9	11	9	12
"YPL220W"	100	133	88	39	33	49
"YPL159C"	0	6	2	3	8	12
"YPR068C"	1	2	3	0	2	3
"YDL115C"	7	6	3	6	2	8
"YER167W"	3	12	6	7	7	12
"YGL256W"	11	11	8	3	4	6
"YMR147W"	6	0	1	5	4	6
"YDL189W"	10	11	5	5	5	7
"YPL231W"	146	204	145	151	161	162
"YPR045C"	5	13	3	5	3	8
"YHR201C"	9	15	7	4	4	9
"YBL079W"	25	25	17	14	21	10
"YLL045C"	63	70	60	23	26	31
"YJR058C"	2	2	0	0	1	0
"YNL048W"	10	13	10	4	10	13
"YDL045C"	2	3	7	2	0	4
"YKL099C"	3	4	2	1	2	2
"YOL133W"	2	1	0	1	1	3
"YDR460W"	5	2	0	4	2	6
"YDR087C"	6	11	9	6	4	4
"YPR006C"	4	4	1	29	28	28
"YJR143C"	42	49	24	18	22	12
"YMR001C-A"	1	0	0	0	1	0
"YHR124W"	0	2	0	1	2	2
"YPL210C"	22	22	11	8	11	13
"YHL025W"	7	9	3	2	11	5
"YGR130C"	17	21	15	29	37	52
"YBL060W"	3	2	2	2	2	4
"YOR161C"	11	6	6	10	13	12
"YER103W"	12	5	3	41	55	64
"YCR067C"	12	21	19	3	8	10
"YER093C"	6	5	9	6	2	8
"YGR056W"	7	10	6	3	5	8
"YOL135C"	3	7	4	1	3	4
"YGR131W"	0	1	0	1	0	1
"YGL007C-A"	0	0	0	0	0	0
"YLR260W"	7	6	9	8	7	7
"YOR128C"	60	90	55	13	19	21
"YJR065C"	23	20	15	15	17	12
"YGL020C"	10	8	9	8	4	2
"YLR222C-A"	0	0	0	1	1	0
"YOR086C"	22	28	23	17	30	31
"YJL209W"	1	9	2	0	5	1
"YDR235W"	6	4	6	5	3	5
"YMR173W-A"	0	0	1	1	0	1
"YLR413W"	14	9	8	4	0	1
"YOR353C"	8	7	5	10	5	8
"YNL237W"	4	2	2	7	5	10
"YBR087W"	1	8	9	2	4	12
"YKL213C"	18	15	6	6	6	8
"YLR429W"	25	30	22	9	18	15
"YJR157W"	0	0	0	0	0	0
"YKR098C"	0	6	1	3	4	2
"YKL160W"	10	20	7	5	7	9
"YGL242C"	5	7	2	5	4	4
"YDR539W"	4	3	3	6	5	3
"YBR298C-A"	0	0	0	0	0	0
"YHR001W"	7	10	12	7	8	14
"YMR118C"	2	5	0	8	18	18
"YPR120C"	5	7	4	4	5	2
"YPR143W"	5	9	2	2	1	3
"YBR009C"	43	44	32	35	43	43
"YKL218C"	8	13	8	0	4	3
"YJR112W"	0	2	3	0	3	4
"YOR028C"	1	0	1	3	8	6
"YDL123W"	1	2	2	4	4	5
"YBL065W"	0	0	0	0	0	0
"YBR048W"	70	80	70	27	32	27
"YGL236C"	11	12	10	1	4	7
"YBR294W"	27	38	44	78	59	94
"YLR407W"	3	2	3	3	4	4
"YIL068W-A"	0	0	0	0	0	0
"YLR154C"	1	1	0	1	4	0
"YGR269W"	0	0	0	0	1	0
"YBR174C"	0	0	0	0	0	0
"YDR277C"	4	4	3	6	12	14
"YDL053C"	8	8	1	3	6	5
"YLR271W"	2	3	2	2	4	1
"YNL169C"	21	19	11	5	5	5
"YNL249C"	6	4	1	1	1	6
"YKL063C"	2	3	8	4	3	5
"YDR367W"	6	3	3	1	6	4
"YKL066W"	0	1	1	3	0	0
"YIL152W"	1	2	1	3	2	1
"YDR446W"	0	0	0	0	0	0
"YLR157C-B"	61	54	57	27	29	33
"YJL069C"	11	21	6	2	8	4
"YGL054C"	10	11	9	6	12	8
"YJL184W"	2	6	3	4	5	4
"YLR405W"	2	1	5	6	4	7
"YDR530C"	3	1	3	4	6	3
"YMR171C"	9	9	5	6	8	9
"YPR115W"	11	11	5	10	8	14
"YKR058W"	3	3	2	13	14	9
"YKR037C"	3	5	2	1	4	6
"YLR295C"	12	20	16	20	25	25
"YJL094C"	6	12	8	6	8	8
"YKL141W"	15	12	14	19	31	29
"YEL026W"	7	18	13	4	3	3
"YNL072W"	5	3	1	1	0	1
"YAL023C"	47	74	43	14	13	13
"YAL025C"	16	18	12	3	6	11
"YDL107W"	1	5	5	1	5	3
"YNL214W"	3	0	2	3	3	2
"YGL076C"	102	142	112	30	44	53
"YER157W"	6	6	6	4	8	8
"YNL223W"	1	4	0	7	3	5
"YLR410W-A"	0	0	0	0	0	0
"YIL100W"	0	0	0	0	0	0
"YLR466C-A"	0	0	0	0	0	0
"YAL058W"	7	3	8	3	5	4
"YMR322C"	0	0	0	3	5	2
"YJR153W"	1	1	2	1	1	2
"YML067C"	6	18	4	5	5	9
"YPL173W"	11	9	6	5	4	8
"YKL152C"	145	182	158	61	94	103
"YOL112W"	10	7	6	3	11	10
"YDR464C-A"	0	0	0	0	0	0
"YGL119W"	3	10	2	6	5	3
