gene.id	log.fc	test.stat	p.value	q.value
YGR236C	7.65087233910816	787.364404866012	3.01504773985208e-173	2.26717727748418e-171
YBL064C	2.59570525535373	782.84848159172	2.89174732546624e-172	2.14975125036365e-170
YDL215C	2.88239198547526	781.362848433528	6.08377177472797e-172	4.47191403935623e-170
YOL155C	3.0406696369221	774.885445788981	1.55785142856173e-170	1.1323848939612e-168
YPR184W	2.65092443513844	745.776955242261	3.32389263088016e-164	2.38955006496901e-162
YPR030W	3.04728699249189	742.079731084548	2.11624197654525e-163	1.50483206636511e-161
YBR298C	2.77951624893036	721.313117513779	6.93625099319715e-159	4.87924236532212e-157
YNR002C	5.2534472012314	720.05135087335	1.30464717204332e-158	9.07978914841211e-157
YBR169C	4.63822676153243	715.088041296874	1.56588504874571e-157	1.07831789356784e-155
YDL204W	4.49787694933922	713.856964441388	2.90040027118098e-157	1.97650193479854e-155
YKL148C	2.77392043654832	712.284180797283	6.3747210133761e-157	4.29932215149551e-155
YNL194C	3.525721693041	711.371271860687	1.00687266572072e-156	6.72138875422954e-155
YHL032C	2.82606930182007	708.883574098576	3.49888632895129e-156	2.31209235999993e-154
YKL107W	5.83548176428984	702.800382675064	7.35773705896895e-155	4.81343158397749e-153
YPL230W	3.77846250030847	699.596900119584	3.65898735531833e-154	2.37000943351411e-152
YPL092W	2.62214582758139	697.484250381247	1.05383310897621e-153	6.75899627345329e-152
YNL160W	4.43532882288604	691.961630162748	1.67384347731337e-152	1.06313437170719e-150
YAL061W	3.03963412738048	691.539913074752	2.06738588800925e-152	1.30046523839966e-150
YFL054C	2.61610565479874	672.763750307702	2.50364888055497e-148	1.55989247396101e-146
YPR002W	2.57531457174618	670.117644454077	9.41935666768291e-148	5.81334257735676e-146
YJR019C	2.72372651256531	664.138243356948	1.88092805034651e-146	1.15000292573522e-144
YLR284C	3.31501112219231	664.092358306432	1.92464640823622e-146	1.16583674098901e-144
YMR250W	3.5605766744258	661.364073879475	7.54538932472451e-146	4.52861806994016e-144
YPR151C	3.89753342937296	658.747197904071	2.79761128819907e-145	1.66381573158166e-143
YDR262W	2.4152345917669	656.433235174162	8.91291566994144e-145	5.25299948763576e-143
YNL200C	3.07608169086558	656.003999563781	1.10501642473377e-144	6.4544798666146e-143
YJL144W	4.43625627683086	648.32808007909	5.16085337018353e-143	2.98781440245492e-141
YBL043W	3.39730630956324	647.22864260584	8.95011790554241e-143	5.13611152088232e-141
YLR438W	3.23006956870287	636.055841842313	2.40846955858243e-140	1.37010503063011e-138
YEL041W	4.31042644953029	629.332090709399	6.98370064148056e-139	3.93856634453154e-137
YGR008C	3.70646525758818	625.777209482744	4.14232761012926e-138	2.31616301072356e-136
YDL110C	2.51063703416234	612.933784737773	2.57423005262685e-135	1.42717059358346e-133
YPL134C	2.94336367934897	605.758043050081	9.36243305856799e-134	5.14697790497074e-132
YHR179W	-2.2038415918702	600.094191855766	1.59702442085932e-132	8.70644480105137e-131
YGR248W	4.75246113685294	599.017552998243	2.73835255715836e-132	1.48052086189504e-130
YDL049C	2.41104465203498	598.917027504755	2.87974822253105e-132	1.54420597309821e-130
YIR038C	2.93552273477327	597.687351402931	5.33114027206066e-132	2.83547314307487e-130
YMR105C	3.30529756455624	594.906931682262	2.14580242049818e-131	1.13208382539509e-129
YBL075C	5.65474694513884	594.858412266648	2.19858489473319e-131	1.15065139050756e-129
YPL113C	3.33204937318315	587.545672114555	8.56567445769363e-130	4.44735256366918e-128
YHR092C	-3.68490651041312	587.361390499174	9.39389490871266e-130	4.83896539313372e-128
YAR035W	2.91683569740312	586.554910158473	1.40691555226373e-129	7.19065745539792e-128
YLR178C	3.26348396679992	585.793835575992	2.05974881206601e-129	1.0445640874834e-127
YJL089W	3.46526724305534	577.01854868831	1.66959036468637e-127	8.40189243521403e-126
YDL214C	4.39189798358522	574.872006502728	4.89251496943416e-127	2.4432696893159e-125
YBR149W	2.13092455387233	573.75495324087	8.56087380865608e-127	4.24282094365364e-125
YMR280C	2.88829981712088	571.197948275691	3.08128034713525e-126	1.51561925044803e-124
YBL015W	2.27171140508799	570.574142439103	4.21138923326729e-126	2.05603793761452e-124
YIL162W	2.49060578525877	566.868065017448	2.6952557653148e-125	1.30610097901403e-123
YBR241C	2.98708151658791	564.885112460347	7.27697571550241e-125	3.50043934785417e-123
YBL049W	4.17991917221644	564.796488190426	7.60727983972696e-125	3.6326149424448e-123
YLL019C	2.11973248717123	564.53910097319	8.65404101498944e-125	4.1025171246421e-123
YMR110C	2.35914499887185	563.1575511139	1.72881641068684e-124	8.13663090554913e-123
YJL045W	4.42332750870941	554.879391448691	1.09277981045747e-122	5.10640394286627e-121
YOR180C	3.100179897695	554.712690529066	1.18794496471027e-122	5.5117276305919e-121
YHR138C	3.10047619378613	547.322138916225	4.81433468876353e-121	2.21798433337261e-119
YPR192W	3.86490326934228	544.925646004492	1.59910701450069e-120	7.31563502717729e-119
YLL041C	2.56466078800534	544.857959795328	1.65425432097163e-120	7.51536928319194e-119
YGR208W	-2.10426552209774	542.688843005666	4.90323885938384e-120	2.21220611159235e-118
YMR169C	3.66270750821847	540.938153283537	1.1785270805397e-119	5.28076997321282e-118
YML128C	4.99367158433529	536.476196195385	1.10162351972381e-118	4.90259936464839e-117
YLR345W	2.41422237952258	532.111367324758	9.80869266230507e-118	4.33570725654052e-116
YKL093W	2.85482471727228	530.845658016609	1.84914776401639e-117	8.11887561892298e-116
YER024W	3.32351944396415	530.736752665	1.95283027909151e-117	8.51694379054446e-116
YER054C	4.75966918576332	523.95962070013	5.82210716193261e-116	2.5223990101565e-114
YPL123C	2.56465399822723	522.078111706788	1.49424870893824e-115	6.43116779860129e-114
YML131W	3.4443114268674	514.996291090502	5.19009203138128e-114	2.21918837054224e-112
YDR178W	2.62082118176099	511.932126255317	2.40902250949782e-113	1.02336527643732e-111
YDR119W-A	5.27313021841498	501.473894086412	4.54236078872635e-111	1.91716930837728e-109
YBR222C	1.99835276685211	501.189092629442	5.23899940018044e-111	2.19702141512695e-109
YPL004C	2.17488506677842	498.048079943797	2.52737884846729e-110	1.05312818004287e-108
YOL083W	4.04641671767758	496.973606255941	4.32968648144194e-110	1.79270942794894e-108
YML056C	-2.30237368458638	496.813617088805	4.69102010230149e-110	1.93010399429285e-108
YHR068W	-1.99297568890062	495.492128587021	9.09496293432449e-110	3.71870296977193e-108
YJL103C	2.446687275779	490.764636800834	9.71485050525427e-109	3.94748770219711e-107
YML018C	-1.9741333815476	489.785718923349	1.58648970717274e-108	6.40667633600253e-107
YKL026C	4.58290282769759	477.810017703057	6.40149149726314e-106	2.56923664877886e-104
YDL199C	2.83113218719727	475.090582380036	2.50053717787523e-105	9.97470379125595e-104
YJR148W	2.20428262623133	474.180678665181	3.94485409654745e-105	1.56407487876445e-103
YHL016C	2.6198483137795	474.130780734847	4.04472406717442e-105	1.59401113538886e-103
YKR076W	4.11723444263544	472.741585495194	8.11303445953955e-105	3.17817194217412e-103
YGL147C	-2.04713246845123	469.924143218931	3.32870809089513e-104	1.29621478158547e-102
YGR244C	1.9319392395021	468.501654236482	6.78923447168127e-104	2.62811668128632e-102
YDR148C	1.82859589065647	465.474754895431	3.09389223215661e-103	1.19060252839815e-101
YER065C	4.25008742596665	464.275036863586	5.64389150540773e-103	2.15920106598698e-101
YOR289W	2.87257634357387	455.38787320337	4.84820082558253e-101	1.8440075465675e-99
YNL036W	3.13952688647254	454.340285152574	8.19519682358576e-101	3.09901604739295e-99
YBR054W	5.04473622010063	452.750611622854	1.81765054046499e-100	6.83394818144939e-99
YPR138C	1.79609170967303	450.698565958997	5.08263074267082e-100	1.90003258963157e-98
YDR018C	4.72900094314467	450.671895450051	5.15101459350281e-100	1.91465553810769e-98
YDL130W-A	2.60749150324532	449.507192866403	9.23345375306299e-100	3.41272624025639e-98
YDL169C	3.98794443379389	441.377762454522	5.42741540158255e-98	1.99472761557039e-96
YKR058W	2.1478681621656	434.962772874496	1.35131059534348e-96	4.93870051102629e-95
YOR374W	6.19835574505315	431.645082388885	7.12586475748032e-96	2.58985595796868e-94
YKR067W	1.77902512672371	429.527525876109	2.05931187954471e-95	7.44310404197872e-94
YKR049C	2.86548148588928	428.281409258928	3.84539441032364e-95	1.3822291336449e-93
YJL066C	2.21597383604242	428.048664248238	4.32113983902812e-95	1.54474846048754e-93
YMR104C	2.08819205791185	424.69125693291	2.32462037908449e-94	8.26503615215801e-93
YNR034W-A	4.44157139032951	424.182449512423	2.99983431166155e-94	1.06080627388594e-92
YLL028W	-2.33777656519658	420.346773553072	2.05100620780019e-93	7.21380785560689e-92
YNL117W	5.25608384363937	419.129774837542	3.77451821404453e-93	1.32047583723419e-91
YLL026W	2.69751057975834	417.439145090173	8.8074590810551e-93	3.06480836746077e-91
YMR196W	3.25644619469028	414.240523936355	4.37607492330602e-92	1.51472392318878e-90
YPL135W	1.84073970804681	413.097174056944	7.76170857819578e-92	2.67247881676615e-90
YER131W	-1.74759039707515	410.243345304992	3.24456504998031e-91	1.11130599774718e-89
YDR223W	2.95237792877097	406.084008204449	2.60943917243442e-90	8.89112034690938e-89
YIL074C	-1.90056433791187	405.886756953213	2.88061177697767e-90	9.76422914248079e-89
YPL156C	2.92814968612278	404.175749936484	6.79106714641394e-90	2.2900598593732e-88
YNL115C	1.98300859913582	400.98326326128	3.36427315928542e-89	1.12867051323309e-87
YLR307C-A	7.8045251489139	396.752938363341	2.80405334614483e-88	9.35924336248953e-87
YJR010W	-1.78251271870382	394.070039928523	1.0760594644051e-87	3.57339137875033e-86
YIL055C	2.30244662927478	392.836204840753	1.99727420962489e-87	6.59907468654851e-86
YOR040W	2.31621265902901	392.663796750444	2.17756174564095e-87	7.15859745727792e-86
YFL026W	-2.42957027757496	388.792146682816	1.51645463134778e-86	4.9603230991386e-85
YDR144C	-2.07342708590379	387.959261058024	2.30224505957344e-86	7.49317770135795e-85
YEL060C	2.41052746994127	387.91672711072	2.35185946001304e-86	7.61676464723034e-85
YER121W	4.39671157616059	386.238435326222	5.45487122436273e-86	1.75791958373305e-84
YOR028C	3.19350126485472	382.142788206247	4.25055840333031e-85	1.36309573895034e-83
YOR215C	2.43253364368443	377.969605437984	3.44360334810803e-84	1.09892941967428e-82
YOR391C	5.89936950043048	374.54757926272	1.91452589195604e-83	6.08001377921185e-82
YMR053C	2.44457935496509	374.133304893856	2.35645323458748e-83	7.44730292786054e-82
YPL276W	4.74485009930534	370.477238963264	1.47327754573299e-82	4.63374120393522e-81
YPL095C	-2.93453010838055	368.603039890443	3.77013720407761e-82	1.18010706167827e-80
YBR157C	3.12639275200456	367.310074869855	7.20908068286656e-82	2.2458002774911e-80
YJL048C	2.02504643520899	363.932496172204	3.92018856437194e-81	1.21544424588252e-79
YDL039C	-2.21229541307312	363.598619595653	4.63452852018289e-81	1.43014554618096e-79
YOR185C	2.72403916303857	361.971031834348	1.04809502053176e-80	3.21907869686327e-79
YLR372W	-1.67677112270848	361.294544132192	1.47130288263229e-80	4.49778666270115e-79
YGR130C	1.68483058754608	360.358388282581	2.35258892998362e-80	7.15843571160597e-79
YOL153C	2.02129469560888	360.346433618519	2.36673228908279e-80	7.16813084962018e-79
YDR085C	2.06148214472718	360.208056256158	2.53676562917176e-80	7.64770541292241e-79
YNL125C	1.8866584639326	357.778164267702	8.57800715897558e-80	2.57418912082652e-78
YBR280C	2.36094372063023	356.395558435744	1.715740392954e-79	5.12528477201144e-78
YKL142W	1.71256897189368	355.358321450401	2.88611820405776e-79	8.58226604133902e-78
YJL163C	2.68593923393326	353.028093898201	9.28404535674211e-79	2.7482454626157e-77
YGR088W	5.01043536549031	349.558252731962	5.2885486293612e-78	1.55845428528293e-76
YMR114C	2.05488186796061	348.87186436321	7.46119240388856e-78	2.18883949355332e-76
YJL057C	2.01927486946453	346.314289783973	2.69009245241761e-77	7.85651108201608e-76
YOR393W	4.50375857798354	346.286707701436	2.72755662802802e-77	7.93052242691524e-76
YIL125W	1.66481833437638	346.030040757719	3.10218994777003e-77	8.97987904350069e-76
YNL012W	2.44625006679562	342.757569172155	1.60076700672741e-76	4.61331178766992e-75
YDR380W	2.41536707923693	342.722781640606	1.62893612321194e-76	4.67390356054936e-75
YNL173C	1.47255229979731	342.425803373016	1.89051108319483e-76	5.40075262282122e-75
YDR209C	-2.24172275050294	342.372151977676	1.94206297994566e-76	5.52390261513238e-75
YEL020C	1.87670475023194	341.986602944008	2.35628315602193e-76	6.67307550073397e-75
YGL157W	-2.85504888694373	341.276436878297	3.36423922756129e-76	9.48657458047671e-75
YEL071W	-2.04772329600912	341.047897523345	3.77275135672686e-76	1.05928495174709e-74
YOR100C	3.52948091215995	340.76560292031	4.34646764873676e-76	1.21515347683914e-74
YDR536W	3.4085789891216	340.505765350433	4.95135590471476e-76	1.37837320547421e-74
YMR118C	3.98894782286385	340.293690376278	5.50693744532946e-76	1.52654172742989e-74
YBR084W	-1.6223728949673	340.228656939647	5.68948867202258e-76	1.57049092372877e-74
YBR001C	1.87656933946765	339.942203818031	6.56836963217088e-76	1.80547370309504e-74
YLR164W	3.71227303427478	339.323370719991	8.95836688154359e-76	2.4521186669062e-74
YMR152W	1.73268491890445	338.746364237379	1.19644193516566e-75	3.26130130827238e-74
YAL034C	1.96416570518828	338.554379729225	1.31735528904444e-75	3.57599099623598e-74
YJL141C	1.7167368690601	337.254801084344	2.52774414325962e-75	6.83326536578694e-74
YGR110W	2.00153788472994	336.465639089593	3.75494168734741e-75	1.0108982929476e-73
YPL109C	2.08389671761557	334.530879698362	9.90776638605162e-75	2.65641834826023e-73
YER096W	3.60284956704194	333.827660074031	1.40971789098366e-74	3.76423446645514e-73
YKL029C	-2.09639036807869	333.483115676482	1.67560630696228e-74	4.45602295127938e-73
YIL042C	1.91275532506768	332.873305268166	2.27502264736613e-74	6.0255862992183e-73
YOR084W	1.78663488665826	332.147216730462	3.27435084676773e-74	8.63742066111069e-73
YOL147C	1.63186039641904	330.550594277226	7.29234972047253e-74	1.91592577796511e-72
YBR116C	5.18064911700921	328.09195947996	2.5024460815181e-73	6.54840090611655e-72
YJR096W	3.33887228283511	327.981393656699	2.64512708710135e-73	6.89419179434941e-72
YGL227W	1.67809857731306	326.63719087999	5.19066363662809e-73	1.34751275836591e-71
YLR413W	-2.0926545692777	326.477194203594	5.62433878935271e-73	1.45432507351563e-71
YLR151C	2.27484346221282	326.445676182537	5.71394903270538e-73	1.47167931385664e-71
YIL087C	1.89002086390283	326.192786339083	6.48661261220711e-73	1.66413410623761e-71
YKL001C	-1.69860784589767	326.176303341651	6.54045717445293e-73	1.67139339200278e-71
YKR046C	1.55402475153821	325.937631102408	7.37213220798378e-73	1.87659489901284e-71
YJL190C	-1.73114323150747	325.176604237249	1.07982290196956e-72	2.7380625677073e-71
YBL087C	-1.5672472756242	324.944446047296	1.21316309750843e-72	3.06429072737457e-71
YML100W	2.96451168214984	324.476042519404	1.53441581368698e-72	3.86082625120779e-71
YDL078C	1.47704925529588	324.204088902675	1.75864431178218e-72	4.40806555083489e-71
YMR031C	1.61709343326918	322.740478436239	3.6641523944549e-72	9.14919273455113e-71
YBR104W	-1.77239127761056	321.511224510412	6.78775579283775e-72	1.68842199227166e-70
YBR053C	1.83840831892383	321.211100715502	7.89039631122851e-72	1.95526411621428e-70
YOR108W	-1.56117299375522	320.873018889488	9.34845028072587e-72	2.30783251835882e-70
YDR513W	1.73738757007237	320.704737194675	1.01717280774343e-71	2.50163327378103e-70
YJL153C	5.06035918624709	320.257312087578	1.2730725865077e-71	3.11926624004996e-70
YGR250C	1.84120788278004	317.958992695572	4.03163493746451e-71	9.84140140331822e-70
YGL225W	-1.55848123759112	317.817050855966	4.32912212837893e-71	1.05282962690911e-69
YGR070W	2.12643759901118	315.382260721388	1.46813968068749e-70	3.55724807076207e-69
YML116W	-1.86765261867572	315.298415362033	1.53119866491477e-70	3.69634747818171e-69
YGR034W	-1.54712933674607	314.051007520539	2.8625832471167e-70	6.88493367744024e-69
YDR313C	2.16658278076218	311.477463791486	1.04081029362353e-69	2.49413221277843e-68
YMR304W	1.52415656683467	310.228623498106	1.94724528160165e-69	4.64922577818905e-68
YDR074W	2.39601195857326	307.349636305241	8.25270766053765e-69	1.96324412782681e-67
YER079W	2.38039301498063	307.049963352676	9.59135765159812e-69	2.27342977379547e-67
YDR343C	4.81828220672155	306.913362802811	1.02716100787313e-68	2.42587989657257e-67
YLR070C	2.95620045252297	306.174868394965	1.48771697408305e-68	3.50095123901127e-67
YHR010W	-1.51930867810555	305.386554526149	2.20931026552514e-68	5.18039704554317e-67
YLR258W	1.92389301998957	305.231019414769	2.38858466766933e-68	5.58075746281885e-67
YDL014W	-1.49063991199056	305.014432842628	2.66271669451277e-68	6.19910769234967e-67
YMR090W	2.95267656512737	302.500226567835	9.39860972109417e-68	2.18034414168078e-66
YOR142W	1.52383420742439	302.375476794389	1.00055662341997e-67	2.31294750191289e-66
YLR359W	-1.76588711023591	302.159213388127	1.11521094820521e-67	2.56891197998537e-66
YOR310C	-1.56026927017992	302.059576881372	1.17236802803245e-67	2.69109882083799e-66
YKL151C	2.18197855781593	301.545753236076	1.51707355982983e-67	3.47017315678557e-66
YKL120W	-1.5395018923398	300.754560381061	2.25620602744241e-67	5.14289192736175e-66
YNL066W	-1.61457133960739	299.552256690684	4.12401081472616e-67	9.36780512150643e-66
YJR061W	1.55220829657679	299.04360047207	5.32279457417014e-67	1.20490387903879e-65
YMR136W	1.61887222709324	298.733287645069	6.21938215253835e-67	1.40300682903124e-65
YGL096W	2.55279046126511	295.779757730459	2.73678966565339e-66	6.15260412120429e-65
YGR174C	1.83848662325224	294.308018723478	5.7266605621153e-66	1.28300730812871e-64
YML026C	-1.48999834564791	293.531449123479	8.45475986044335e-66	1.88774877157066e-64
YAL005C	1.78488537929769	292.981496483808	1.11410588177565e-65	2.47907506074024e-64
YHR139C	4.76101141007437	292.454242585685	1.45146544776994e-65	3.21880913874948e-64
YPL185W	5.77588385060853	291.990370082231	1.83179856769645e-65	4.04852237495615e-64
YML120C	1.67251877962358	291.687248176963	2.13267080274245e-65	4.69762033385221e-64
YDR342C	4.73939713234053	290.034293091873	4.88747064880691e-65	1.07294741558707e-63
YDR277C	1.91073171032843	289.706632576717	5.76074339485175e-65	1.26042753475318e-63
YPL263C	-1.5844088139712	289.604797270661	6.06272139580356e-65	1.32207744571156e-63
YMR120C	-2.14286355893689	289.451492526733	6.54743976540405e-65	1.42303491512536e-63
YIL124W	2.0531547446835	289.35317789826	6.87849663649209e-65	1.4900372515209e-63
YLR152C	1.79196511630216	289.240910661784	7.2770564736125e-65	1.57117173103541e-63
YKL006W	-1.41782112442883	287.805395336667	1.495364166438e-64	3.21798433448598e-63
YLR179C	-1.87836845547298	287.241744443892	1.98410651227247e-64	4.25574583714312e-63
YER049W	-1.59305936561893	285.266905189104	5.34421192701552e-64	1.14254360871031e-62
YOR285W	1.77107712412434	284.460806918124	8.00821867308783e-64	1.70650705405018e-62
YKL081W	-1.71951155870142	284.451503796311	8.04568681808081e-64	1.7089247780482e-62
YMR323W	4.63785097745226	284.364888209802	8.40305359501285e-64	1.77905425950078e-62
YFR015C	2.11487322082246	283.947897082006	1.0358623762667e-63	2.18600376307638e-62
YHR160C	2.95359479444746	283.829075604679	1.09949706115691e-63	2.31283272478729e-62
YJR143C	-1.42351823059202	283.785289002156	1.12392021579152e-63	2.35663014477824e-62
YOR184W	-1.47208076877498	282.865794572478	1.78279330569099e-63	3.72620888365191e-62
YOR051C	-1.67802356362989	281.276767000494	3.9570242336002e-63	8.24422055293392e-62
YMR300C	-1.78993343647856	280.876941405128	4.83611324837531e-63	1.00437628161496e-61
YER001W	-1.88047113454429	280.526601419612	5.76555267845855e-63	1.19361536779987e-61
YGL208W	2.13212093043717	280.223846432229	6.7114474075033e-63	1.38505643343491e-61
YDR059C	2.73836952520446	280.075049735944	7.23171843131611e-63	1.48773276659339e-61
YDR001C	1.64524149229917	279.883397358937	7.9617015258891e-63	1.6327727706071e-61
YLR058C	-2.09845349133901	279.870848126086	8.01199356583225e-63	1.63795193461483e-61
YIL052C	-1.38935964984054	279.689948306147	8.77327828170736e-63	1.78799958002896e-61
YDR032C	1.47201630880684	277.42336047204	2.73589641545123e-62	5.55845787263415e-61
YIL097W	2.04512684658342	277.068524564094	3.26909271058073e-62	6.62117786768395e-61
YBL039C	-1.46331055593181	276.811276706684	3.71953093855311e-62	7.51023808642421e-61
YDR508C	-2.02328621731596	275.741488421023	6.36245321598875e-62	1.28071289043072e-60
YPL119C	2.65080530137787	275.117237086256	8.70297434844505e-62	1.74646804256219e-60
YLR180W	-2.21565730251898	274.710011949129	1.06761551528489e-61	2.13588400642011e-60
YKL050C	2.60921102360393	274.332919894375	1.2900172635404e-61	2.57295516404918e-60
YML054C	3.5522045213195	272.413998305291	3.37907126152565e-61	6.71911373644401e-60
YFL031W	-1.54864989167215	271.941362743183	4.28354381271566e-61	8.4918010978139e-60
